titulo,articulo,fecha,autor,url,categoria
Señal Informativa |04 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Con saldo blanco califican la romería de la Virgen del Sagrario en Zapotiltic.

Inaugurarán pista de hielo en Zapotlán con presentación de patinaje artístico este 8 de diciembre.

El Centro Universitario del Sur presenta el libro “Constitución, Federalismo y Derechos Humanos” en homenaje a José Barragán Barragán, durante la Feria Internacional del Libro.

Presentan “La historia secreta” de Anabel Hernández donde se relata el paso de la Cuarta Transformación y el crimen organizado en México.

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Policromía | 10 de Diciembre del 2024

El Tecolote Canta | 09 de Diciembre 2024

Mezclas Duras | 09 de Diciembre 2024

Alma Con-Ciencia | 09 de Diciembre 2024

Coloquio de los Perros | 06 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-04-de-diciembre-del-2024/255516,Zapotlán el Grande
Under Dreams | 17 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

Señal Informativa |31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Señal Informativa |30 de Diciembre del 2024

Señal Informativa |26 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Señal Informativa |24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/under-dreams-17-de-diciembre-2024/259504,Zapotlán el Grande
"Puros Cuentos, Puros Comics |14 de Enero 2025","Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

¿Nintendo Switch 2 en el CES?

Lluvias, incendios y temblores empezando el 2025.

Continuamos con películas navideñas: Operación Código Rojo y Equipaje de Mano.

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/puros-cuentos-puros-comics-14-de-enero-2025/264857,Zapotlán el Grande
Tren al Sur | 05 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Señal Informativa |12 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024

Puros Cuentos, Puros Comics |10 de Diciembre 2024

Policromía | 10 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/tren-al-sur-05-de-diciembre-2024/255824,Zapotlán el Grande
Alma Con-Ciencia | 16 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/alma-con-ciencia-16-de-diciembre-2024/259299,Zapotlán el Grande
Señal Informativa |26 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Durante estos primero días de periodo vacacional, en el municipio de Zapotlán el Grande no se han registrado incidentes mayores.

Refuerzan medidas de seguridad tras explosión en establecimiento de cohetitos en Zapotlán el Grande

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Señal Informativa |24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Señal Informativa |23 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-26-de-diciembre-del-2024/259365,Zapotlán el Grande
Boreal | 07 de Marzo del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Alma Con-Ciencia | 10 de Marzo 2025

Alma Con-Ciencia | 03 de Marzo 2025

Boreal | 21 de Febrero del 2025

Boreal | 14 de Febrero del 2025

Boreal | 07 de Febrero del 2025

Boreal | 31 de Enero del 2025

Señal Informativa |31 de Enero del 2025

La Cáscara | 30 de Enero 2025

Señal Informativa |30 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/boreal-07-de-marzo-del-2025/264303,Zapotlán el Grande
Under Dreams | 28 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/under-dreams-28-de-enero-2025/264980,Zapotlán el Grande
Coloquio de los Perros | 10 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/coloquio-de-los-perros-10-de-enero-2025/265051,Zapotlán el Grande
Comerciantes del centro ya no podrán trabajar los sábados,"Zapotlán el Grande, Jalisco.

Los Comerciantes Unidos del Centro Histórico de Ciudad Guzmán tendrán que apegarse al reglamento municipal del centro histórico y por este motivo ya no podrán trabajar los sábados, sin embargo, piden que esto sea de manera paulatina, detalló Antonio López, líder de los comerciantes.

“El tema principal en este momento es que ya nos están solicitando que ya no trabajemos los sábados. Nosotros estamos totalmente de acuerdo, no tenemos permiso, porque el reglamento del Centro Histórico no lo contempla, pero lo que sí queremos hacerle una petición este a la presidenta municipal, es nada más que trabajemos bajo una hoja de ruta, con una mesa de trabajo y bajo un consenso de que debe hacer de manera paulatina, obviamente, con acuerdos firmados y que nosotros los vamos a a cumplir a cabalidad”.

Los comerciantes del Centro Histórico tuvieron una reunión con la presidenta de Zapotlán el Grande, Magali Casillas Contreras, para pedir que de tomarse esta decisión pueda ser de manera paulatina y no de tajo, ya que esto podría afectar su economía.

Después de la etapa medular de la pandemia, a los comerciantes del Centro Histórico se les permitió trabajar los sábados para apoyar su economía que se vio afectada por los meses que no pudieron laborar, sin embargo, a la fecha los comerciantes siguen instalándose los sábados y domingos.

Por este motivo, el gobierno municipal ha decidido aplicar el reglamento y permitir que sólo laboren los domingos y a la par, apostar porque haya una serie de eventos o festivales culturales que en lo que los comerciantes del Centro Histórico puedan laborar en fechas especiales.

“Ellos quieren continuar trabajando los sábados. Recordemos que en la historia únicamente la venta de por parte de la asociación y de otros comerciantes era ofrecer sus productos los domingos. A partir de que hubo el problema de la pandemia y por la situación que obviamente la economía fue terriblemente golpeada por esta pandemia, es que en una administración municipal se les permitió tener la venta los sábados como una estrategia de apoyo.

Sin embargo, bueno, eso ya pasó, ya pasaron diferentes años y estamos buscando otras estrategias donde ellos también se beneficien, pero sin que se pueda continuar con la venta los sábados, pero hay proyectos más allá y ya lo demostramos. Es lo que les decía, ellos lo reconocieron en este evento de Nevalandia. La verdad, fue prácticamente un mes en que estuvieron este instalados con la venta”.

Los comerciantes dijeron estar abiertos al diálogo, conscientes de esta situación y de que es necesario conservar la imagen urbana del Centro Histórico, pero pidieron que esto pueda ser de manera paulatina ya que de ellos depende la economía de alrededor de 120 familias.

“Quiero ser muy claro, hay un excelente diálogo con la presidenta municipal y con su gobierno. Nos nos ha dado una muestra de generosidad al trabajar con nosotros. Pudimos trabajar diciembre y pudimos trabajar octubre gracias a los buenos acuerdos y lo que nos toca y me interesa que todos los compañeros también estén enterados, nos toca dar respuesta y ellos lo saben perfectamente que nosotros no podemos estar eternamente en los sábados. Pero que si el interés de nosotros es que hagamos una hoja de ruta para cumplir con los acuerdos.”

Por su parte, el titular de reglamentos dijo que han estado trabajando de manera conjunta para que se respete las medidas de sus locales, que se dejen libres las bancas para que los ciudadanos puedan sentarse y a la par se pedirá que los comercios no cambien del giro por el cual les fue asignado el permiso, es decir que sólo sea enfocado en la venta de alimentos.

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Boreal | 13 de Diciembre del 2024

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Mueren 3 trabajadores de bacheo de la SIOP tras volcadura en San Gabriel

Un nuevo centro universitario para el Sur, tarea para quien ocupe la Rectoría de la UdeG: Villanueva

”El oficio de construir"", documental homenaje a Raúl Padilla, llega a la Prepa de Zapotiltic

Zapotiltic abre administración con deudas y recorta nómina

Reforma catastral y más de 35 MDP en ingresos, el logro de la administración saliente en Tamazula

Mazamitla prevé recuperación y 100% de ocupación en Fiestas Patrias

Lecciones de un periodista: Omar García comparte las 10 cosas que debes saber al cursar esta carrera",,Ana Isabel González García,https://udgtv.com/noticias/comerciantes-del-centro-ya-no-podran-trabajar-los-sabados/256162,Zapotlán el Grande
"Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva","Zapotlán el Grande, Jalisco.

Una estudiante del Centro Universitario del Sur (CUSur) fue víctima de extorsión telefónica, en la modalidad de secuestro virtual, en Zapotlán el Grande.

La estudiante, de 22 años, recibió una llamada telefónica en la cual la amenazaron y obligaron a trasladarse a un hotel. Una vez ahí, le pidieron que no respondiera llamadas telefónicas.

Fue entonces cuando los delincuentes contactaron a los familiares de la joven y les hicieron creer que se encontraba secuestrada.

Los padres denunciaron a las autoridades y comenzaron con su búsqueda en hoteles y plazas comerciantes, encontrándola sana y salva, detalló Leonel Ramírez Medrano, director de seguridad pública de Zapotlán el Grande.

El comisario detalló que afortunadamente los padres de familia no realizaron depósito alguno a los extorsionadores; sin embargo, hizo hincapié en la población para que este tipo de situaciones se platiquen en familia y se conozca cómo actuar.

Además, recomendó que al momento de recibir estas llamadas mantenga la calma, no proporcione información y cuelgue para, enseguida, contactar a sus familiares y corroborar que se encuentren bien.

Comerciantes del centro ya no podrán trabajar los sábados

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

El Criadero |13 de Enero del 2025

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Comerciantes del centro ya no podrán trabajar los sábados

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Mueren 3 trabajadores de bacheo de la SIOP tras volcadura en San Gabriel

Un nuevo centro universitario para el Sur, tarea para quien ocupe la Rectoría de la UdeG: Villanueva

”El oficio de construir"", documental homenaje a Raúl Padilla, llega a la Prepa de Zapotiltic

Zapotiltic abre administración con deudas y recorta nómina

Reforma catastral y más de 35 MDP en ingresos, el logro de la administración saliente en Tamazula

Mazamitla prevé recuperación y 100% de ocupación en Fiestas Patrias",,Ana Isabel González García,https://udgtv.com/noticias/con-enganos-extorsionadores-obligan-a-estudiante-a-aislarse/256508,Zapotlán el Grande
El Tecolote Canta | 27 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Cumbres de Babel | 29 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Boreal | 24 de Enero del 2025

Señal Informativa |24 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/el-tecolote-canta-27-de-enero-2025/263212,Zapotlán el Grande
Señal Informativa |17 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Faltas administrativas aumentan durante cierre de año en Zapotlán el Grande

Zapotlán el Grande recolecta más de 4 toneladas de residuos electrónicos en exitosa campaña de Electro Acopio

Mazamitla prevé una ocupación hotelera del 95% durante el periodo vacacional

Gran afluencia de visitantes se espera en el Parque Nacional Nevado de Colima durante la temporada vacacional

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Puros Cuentos, Puros Comics |17 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-17-de-diciembre-del-2024/259358,Zapotlán el Grande
Señal Informativa |01 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Resumen del año

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-01-de-enero-del-2025/260098,Zapotlán el Grande
Alma Con-Ciencia | 10 de Marzo 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Alma Con-Ciencia | 03 de Marzo 2025

Señal Informativa |31 de Enero del 2025

La Cáscara | 30 de Enero 2025

Señal Informativa |30 de Enero del 2025

Cumbres de Babel | 29 de Enero del 2025

Señal Informativa |29 de Enero del 2025

La No Cultura | 28 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/alma-con-ciencia-10-de-marzo-2025/264115,Zapotlán el Grande
Señal Informativa |14 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Autoridades estatales y municipales establecen una ruta de colaboración cultural en Zapotlán el Grande

Cerca de 800 jóvenes fueron admitidos en el Centro Universitario del Sur para el ciclo escolar 2025 A

La Preparatoria Regional de Ciudad Guzmán da la bienvenida a 390 nuevos estudiantes

En el municipio de Tuxpan, Jalisco, se ultiman los detalles para las tradicionales fiestas en honor a San Sebastián

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-14-de-enero-del-2025/260336,Zapotlán el Grande
Empresas mexicanas ofertan casi 64.000 empleos para migrantes repatriados por Trump,"Ciudad de México.

Un total de 220 empresas mexicanas han registrado casi 64.000 vacantes laborales en todo el país como parte del programa 'México te abraza', lanzado por el Gobierno para apoyar a connacionales repatriados de Estados Unidos tras el regreso de Donald Trump a la Casa Blanca.

En total, 63.880 empleos están disponibles en las 32 entidades del país mediante la plataforma Conexión Empresarial Paisano, según informó este lunes el Consejo Coordinador Empresarial (CCE), que representa a compañías responsables del 80 % del producto interno bruto (PIB) nacional y encabeza esta iniciativa.

La cifra supera la meta inicial de 50.000 vacantes anunciada por la Secretaría de Gobernación el pasado 28 de enero en la conferencia de la presidenta Claudia Sheinbaum.

Por estados, el norteño Nuevo León encabeza la lista de entidades con mayor número de vacantes, con 9.401 ofertas, seguido de Ciudad de México (7.206), Estado de México (4.840), Jalisco (4.833), Guanajuato (3.065), Baja California (3.063), Coahuila (2.971), Querétaro (2.853), San Luis Potosí (2.380) y Puebla (2.174).

Imagen de archivo de una vista del corporativo Fomento Económica Mexicano (Femsa) en la ciudad de Monterrey, Nuevo León. EFE/Juan Cedillo

Los salarios para los puestos operativos van de 8.480 a 16.860 pesos mensuales (de 424 a 843 dólares), mientras que para perfiles técnicos especializados el rango es de 16.000 a 32.000 pesos (de 800 a 1.600 dólares).

Para profesionales, hay salarios que superan los 40.000 pesos mensuales (más de 2.000 dólares), según detalló la más reciente actualización de la cúpula empresarial mexicana.

Las ocupaciones disponibles incluyen asesores comerciales, residentes de obra, coordinadores de planta y paramédicos, entre otros.

El presidente del CCE, Francisco Cervantes Díaz, reafirmó el compromiso del sector empresarial con la reintegración de los migrantes.

“Nuestro objetivo es que cada mexicano que vuelve encuentre oportunidades reales de trabajo digno y bien remunerado. Queremos que sepan que en México los estamos esperando con los brazos abiertos y con opciones para construir su futuro”, afirmó.

Roberto Campa, director de Asuntos Corporativos de FEMSA, informó que, en coordinación con el Instituto Nacional de Migración, varias empresas acudieron al aeropuerto de Villahermosa, Tabasco, el pasado 5 de abril para acercar sus ofertas a mexicanos retornados.

Campa subrayó que, aunque ya se rebasó la meta inicial, la iniciativa continuará expandiéndose, con especial atención en los sectores agrícola y de la construcción.

México empieza con optimismo la Semana Santa al prever un 2,1 % más de turismo

Sheinbaum rechaza paro de maestros y asegura diálogo permanente para atender sus demandas

México busca negociar reducción de aranceles en sectores automotriz, de acero y aluminio

Sheinbaum confirma asistencia a 88 convención bancaria y llama a bajar tasas para Pymes

México registra 114 incendios forestales activos con afectación en 38.045 hectáreas

Denuncias de narcotráfico y violencia empañan las primeras campañas judiciales de México

Maestros de México acuerdan un paro nacional el 15 de mayo para exigir mejoras salariales

Petición ciudadana en Change.org insta al gobierno a cooperar con el Comité de Desapariciones Forzadas de la ONU

""México hoy está en una situación mejor que algunos de sus competidores"", dice Ebrard

Un sismo de magnitud 5,1 sacude el sur de California cerca a la frontera con México

El posible primer antibiótico nuevo para la gonorrea desde 1990 es eficaz y seguro

Enfermedades cardiovasculares en México retan a buscar mayores opciones de tratamiento

México empieza con optimismo la Semana Santa al prever un 2,1 % más de turismo

Sheinbaum rechaza paro de maestros y asegura diálogo permanente para atender sus demandas

México busca negociar reducción de aranceles en sectores automotriz, de acero y aluminio

Sheinbaum confirma asistencia a 88 convención bancaria y llama a bajar tasas para Pymes

México registra 114 incendios forestales activos con afectación en 38.045 hectáreas

Una nueva terapia génica permitiría tratar una devastadora enfermedad rara del corazón",,EFE Noticias,https://udgtv.com/noticias/empresas-ofertan-casi-64-000-empleos-para-migrantes/266559,Zapotlán el Grande
La No Cultura | 14 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Señal Informativa |31 de Enero del 2025

La Cáscara | 30 de Enero 2025

Señal Informativa |30 de Enero del 2025

Cumbres de Babel | 29 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

El Tecolote Canta | 27 de Enero 2025

Señal Informativa |27 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/la-no-cultura-14-de-enero-del-2025/263217,Zapotlán el Grande
Cumbres de Babel | 22 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Hoy en #CumbresDeBabel

Nos acompaña Martín Adalberto Sánchez Huerta, escritor, pintor y promotor cultural, para compartirnos su trayectoria y platicarnos sobre su más reciente libro: ""Un adiós para Ramona"". ¡No te pierdas esta interesante charla!

#CumbresDeBabel #MiércolesLiterario #LibrosQueInspiran #CulturaYArte

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Boreal | 24 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/cumbres-de-babel-22-de-enero-del-2025/263168,Zapotlán el Grande
No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado,"En los últimos sexenios, las autoridades de los tres niveles han prometido que su compromiso está con el saneamiento de los cuerpos de agua. Y cuando se habla de Jalisco, el único que se menciona es el Río Santiago.

Pero ese no es el único que pone en riesgo a la población.

Fotografía: Andrea Gutiérrez Vargas

El río Coahuayana, que cruza el municipio de Tuxpan en la región sur del estado, ha sido identificado como un peligro para la salud de los habitantes de la zona debido a la alta contaminación que presenta. Según un informe elaborado por Ligia Guitron Madrigal, bióloga especialista en medio ambiente, y basado en un estudio realizado durante 13 años por la Comisión Nacional del Agua (Conagua), el rio contiene altos niveles de E. coli, materia fecal y metales pesados como plomo, cromo y níquel.

“Ese conjunto de información nos indica que hay problemas de contaminación es un el agua del río, presenta altas concentraciones de sólidos, suspendidos en altas concentraciones de Escherichia coli y coliformes fecales, además de presencia de algunos metales pesados, básicamente se trata de plomo, cromo y níquel y también de compuestos que son contaminantes y que proceden usualmente del uso de agroquímicos”.

Fotografía: Andrea Gutiérrez Vargas

Las causas de esta grave contaminación son diversas. Guitron explicó que uno de los principales factores es el vertido de aguas residuales tratadas y no tratadas en el río. A esto se suman las descargas irregulares provenientes de actividades agrícolas en la región, que contribuyen a la degradación del agua.

“Concentraciones de bacterias y que son pueden ser patógenas en condiciones y concentraciones, elevadas pueden causar un gran daño, pero pues en concentraciones tan altas como las que se tienen registradas de Escherichia coli y de coliformes fecales es evidente que proceden de aguas residuales de tipo doméstico o descargas y también se le suman, descargas, tal vez no descargas más bien escurrimientos de agua procedente de actividades agrícolas de áreas agrícolas o de zonas que tienen un uso pecuario porque son bacterias que se encuentran en la materia, fecal de humano y de los animales domésticos.”

Sin embargo, los metales pesados hallados en el río podrían tener un origen más complejo, relacionado con las actividades de talleres que vierten sus desechos sin control en el cuerpo de agua, así como otras prácticas industriales que implican el uso de químicos peligrosos.

“El otro componente que contamina el río pues se trata de algunos metales como mencionaba, metales pesados que proceden usualmente de descargas no reguladas, no permitidas de talleres, actividades o servicios que utilizan sustancias, el proceso de los casos documentados de aportes de cromo que son talleres mecánicos, otras ciertas industrias pueden también utilizarse algunos de estos compuestos en sus procesos”.

Fotografía: Andrea Gutiérrez Vargas

La presidenta municipal de Tuxpan, Claudia Gil Montes, destacó que esta situación no solo afecta a su municipio, sino que involucra a varios municipios en la región. El estudio revela que la contaminación del Tizatirla se extiende hasta el origen de este río, el río Coahuayana, lo que convierte a esta problemática en un asunto intermunicipal.

Gil Montes subrayó que se requiere la colaboración de los municipios que forman parte como Tonila, Tamazula, Zapotiltic, Zapotlán el Grande y Gómez Farías, Tecalitlán, Valle de Juárez, Pihuamo, Mazamitla, Quitpuan y Concepcion de Buenos Aires, de la Junta Intermunicipal de Medio Ambiente para la Gestión Integral de la Cuenca del Río Coahuayana (JIRCO), así como de organismos como la PROFEPA, CONAGUA y PROEPA, para abordar la situación de manera integral.

“Quiero comunicarles que la semana pasada yo tuve una visita a la Comisión Estatal del Agua (CEA) precisamente para hablar de esta problemática que está viviendo en nuestro municipio y ya adelantamos parte de este trabajo y también así como lo comentó el ingeniero Julio ya tuvimos la primera reunión, Tuxpan forma parte de la JIRCO, pero sí también lo quiero hacer público que necesitamos la presencia de los once municipios que conformamos la JIRCO.”

Fotografía: Andrea Gutiérrez Vargas

Julio Vásquez Campos, jefe de medio ambiente municipal, informó que se ha llevado a cabo una reunión con la JIRCO para coordinar esfuerzos y poner en marcha acciones concretas que no se limiten solo a estudios, sino que lleven a una solución efectiva para el saneamiento del río.

“Hemos elevado este tema a nivel de consejo de administración, donde están los demás alcaldes y por supuesto, pues es ahí el interés y precisamente la semana pasada se tuvo la primera sesión de consejo y la presidenta tomó la iniciativa de volver a retomar este punto para que otra vez se vuelvan a replantear cuáles van a ser las acciones o cuáles son la serie de estrategias que se van a desprender ya para que ahora sí se logren ejecutar porque lamentablemente no se han pasado más allá de los estudios.”

Guitron Madrigal también instó a la ciudadanía a evitar cualquier contacto con el agua del río Tizatirla hasta que se logre una solución definitiva. La bióloga señaló que, aunque la tarea de saneamiento es compleja, es posible obtener resultados en un año si se inician las acciones lo más pronto posible.

“Tristemente las recomendaciones son que se limite el uso del río como un área de esparcimiento, definitivamente el agua no es apta para consumo humano ni de ganado, que se evite el contacto con el agua en la medida en que puede existir no solo un problema de irritación en piel, puede ver algo más en tanto que las concentraciones son diversas entre patógenos y metales que pueden ser irritativos y causar algún problema, y lo digo tristemente porque efectivamente pues es un sitio como mencionaba emblemático, no entiendo que es una pérdida que se ha tenido.”

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Paquetazo 3x1: todo lo que debes saber para el pago de refrendo, verificación y cambio de placas

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

CANACO en Ciudad Guzmán se prepara para el Buen Fin 2024

Anuncian la 12va Feria de la Ciencia y la Tecnología a realizarse el 13 de noviembre en el CUSur

Inauguran nuevas instalaciones de Radio UdeG en Ciudad Guzmán

Rehabilitación de drenaje y apoyo a la educación destacan en tercer informe de Gobierno en Tuxpan

Olla de captación explota en Sayula sin causar daños a la población

Aumentan precios en la Feria de la Birria 2024 en Ciudad Guzmán",,Guillermo Tovar,https://udgtv.com/noticias/no-solo-el-santiago-esta-enfermo-el-rio-coahuayana-tambien/255572,Zapotlán el Grande
