titulo,fecha,articulo,url,lugar,fecha_limpia
Santa borrachera: Fin de semana de excesos y desmanes en malecón de Coatzacoalcos,"Coatzacoalcos, Ver. 20/04/2025","El fin de semana santo en Coatzacoalcos dejó una postal marcada por el exceso y la falta de autoridad en distintos puntos de la ciudad, especialmente en el malecón costero, donde se reportaron escenas de caos, consumo desmedido de alcohol y acumulación de basura. Desde el jueves comenzaron a concentrarse cientos de personas en la zona de playa y el malecón. Si bien muchos acudieron con un ambiente familiar, otros aprovecharon la noche para llevar la fiesta al límite, estacionando vehículos sobre el camellón central, poniendo música a todo volumen, bailando en la vía pública y consumiendo bebidas alcohólicas sin control. En algunos casos, ciudadanos fueron captados completamente inconscientes sobre la arena, banquetas e incluso a las afueras de diversos bares. También se reportó que, en ciertos antros, se instalaron tarimas donde las personas subían a bailar, incluso quedándose en ropa interior o hasta sin ella. Uno de los espectáculos más recurrentes se vivió en la zona conocida como “Punto Cubetas”, donde automóviles eran detenidos y bañados en cerveza, mientras los presentes bailaban a su alrededor. La escena fue tan llamativa que incluso el artista Kevin AMF, quien se presentó en la Expo Feria, acudió al lugar y compartió videos en sus redes sociales. Pese al evidente descontrol, el actuar de las autoridades fue prácticamente nulo. Incluso una patrulla, perteneciente a la Secretaría de Seguridad Pública (SSP), fue rociada con cerveza por los asistentes, sin que se reportaran detenciones ni actos de contención. Como en ocasiones anteriores, el malecón amaneció repleto de basura este domingo, dejando en evidencia la falta de conciencia ciudadana y de un operativo eficaz por parte de las autoridades municipales. En este amanecer, las postales de gente inconsciente por el alcohol en las banquetas, la playa y hasta en jardineras, fueron el común denominador en las redes sociales.",https://www.alcalorpolitico.com/informacion/santa-borrachera-fin-de-semana-de-excesos-y-desmanes-en-malecon-de-coatzacoalcos-423831.html,"Coatzacoalcos, Ver",20/04/2025
"Dos hombres se perdieron por unas horas en Cerro del Borrego, en Orizaba","Orizaba, Ver. 20/04/2025","Un adulto mayor y su hijo fueron auxiliados por elementos de Protección Civil y la Policía Municipal de Orizaba, tras perder el sendero de descenso que va del paseo turístico del cerro del Borrego a la colonia Santa María Tlachichilco. A través de una llamada a los números de emergencia, se alertó a las autoridades preventivas sobre el extravío de un hombre de 65 años de edad y su hijo de 25 años. Según la información, se conoció que padre e hijo subieron por el acceso principal ubicado en Sur 18, entre Poniente 5 y 7, de la colonia Centro, hasta alcanzar la cima durante la noche del pasado sábado. Posterior a la caminata, padre e hijo decidieron descender por el camino que va de la colonia Tlachichilco hacia el lugar conocido como Los Arenales, donde se extraviaron. Al salirse del sendero, explicaron que no lograron reencontrar el camino, hallándose en una barranca, por lo cual, después de varios minutos, decidieron solicitar el apoyo de las autoridades. Fue en horas de la madrugada que las corporaciones preventivas los ubicaron y ayudaron a bajar por la calle Poniente 24, de la colonia Santa María Tlachichilco.",https://www.alcalorpolitico.com/informacion/dos-hombres-se-perdieron-por-unas-horas-en-cerro-del-borrego-en-orizaba-423841.html,"Orizaba, Ver",20/04/2025
"En el parque Juárez, reciben cabello y materiales para gorros oncológicos","Xalapa, Ver. 20/04/2025","Integrantes de la fundación “Dona tu Cabello, Sofía Dona una Ilusión” invitaron a la ciudadanía xalapeña a asistir al parque Juárez para donar cabello natural y materiales para la elaboración de gorros oncológicos, para niñas y mujeres en tratamiento de quimioterapia. “Mandamos a todas partes de la República, somos fundación sin fines de lucro y nuestra labor es donarles una ilusión a través de un gorrito oncológico”, comentó Griselda Acosta, directora de la fundación. Por ello, instó a llevar agujas para coser, estambre, gorros, hilo negro, broches, masking tape, listón de organza, ligas de hule y hojas de papel adherible, así como cabello con un largo de 30 centímetros como mínimo, que no esté maltratado ni cortado en capas (puede ser teñido). También, a través de un boteo, exhortaron a donar efectivo, lo cual les permite trasladarse a diferentes lugares y hacer envíos de los gorros a distintas partes del país. Destacó que lugares como Guadalajara, Monterrey, Taxco y Ciudad de México son algunas de las ciudades a donde más envían estos gorros. “Se elabora una cortina que se coloca con broches a un gorrito de estambre y, al colocarlo, les da la sensación de tener cabello. Sobre todo recordando que las mujeres no solamente pierden el cabello, pierden las pestañas y las cejas, sobre todo esa autoestima que tiene la mujer al tener su cabello”, dijo. Finalmente, reiteró la invitación a donar para apoyar esta causa e instó a consultar sus redes sociales, en Facebook “Dona Tu Cabello, Sofía Dona una Ilusión”, para obtener más información.",https://www.alcalorpolitico.com/informacion/en-el-parque-juarez-reciben-cabello-y-materiales-para-gorros-oncologicos-423828.html,"Xalapa, Ver",20/04/2025
Papa Francisco: Los favoritos para sucederlo al frente de la Iglesia Católica,Ciudad de México 21/04/2025,"Los cardenales del Colegio Cardenalicio definirán en los próximos días quién será el sucesor de Francisco, tras la muerte del Pontífice, quien fungió como jefe de la Iglesia Católica durante casi 12 años. La elección se realizará en un cónclave donde los cardenales menores de 80 años votarán por aquel entre ellos a quien ven mejor posicionado para convertirse en el nuevo Papa. Aunque no hay reglas escritas, al haber sido Francisco el primer Papa latinoamericano, se prevé que su sucesor provendrá de otra región del mundo. Tampoco es probable que asuma un jesuita, dado que Francisco lo era. El fallecido Pontífice se encargó de designar a lo largo de su papado al 80 por ciento de los 140 purpurados que podrán participar en el cónclave, por lo que una probabilidad es que su sucesor tenga un carácter progresista; sin embargo, la oposición que generó su papado en el sector conservador garantiza que éste querrá colocar a uno de los suyos en el llamado trono de San Pedro. ¿Quiénes suenan para suceder al papa Francisco? Luis Antonio Tagle (67 años) Arzobispo de Manila, fue nombrado por Francisco como prefecto de la Congregación para la Evangelización de los Pueblos. Progresista, al igual que el fallecido Pontífice tiene un enfoque pastoral basado en la misericordia, la inclusión y la justicia social, por lo que se prevé daría continuidad a las reformas del argentino. Incluso se le ha llamado el “Francisco asiático”. Se trata de una figura muy conocida en las redes sociales. En Facebook, particularmente, es muy popular. Sus homilías se buscan con frecuencia en YouTube y presenta un programa de televisión llamado The Word Exposed, que trata de reflexionar sobre el Evangelio y responder a preguntas espirituales. Matteo Zuppi (69 años) Arzobispo de Bolonia y presidente de la Conferencia Episcopal Italiana. Es también un cardenal progresista, cercano a la Comunidad de Sant’Egidio, un movimiento internacional de laicos que se basa en la oración y conocido por su mediación en conflictos. Ha abogado por la inclusión de la comunidad LGBT en la iglesia, a la que llamó “su casa”. Uno de los cardenales favoritos de Francisco, le juega en contra justo el ser italiano. Para muchos cardenales, un Papa italiano tendría menos posibilidades de llegar a la audiencia católica global. Pietro Parolin (70 años) Es el secretario de Estado del Vaticano desde 2013 y una figura por demás influyente en la Curia. Se le considera una figura moderada dentro de la Iglesia. Ha participado en negociaciones clave, como el acuerdo con China sobre el nombramiento de obispos. Willem Eijk (71 años) Arzobispo de Utretcht, en Países Bajos, teólogo tradicionalista. Ha dedicado buena parte de su arzobispado para reestructurar parroquias, preocupado por la desaparición de iglesias y la disminución de la asistencia a la iglesia. Sus posturas son mucho más cercanas a la visión conservadora del fallecido papa Benedicto XVI que de Francisco, cuyas ideas reformistas en temas de moral sexual y de la comunión a los divorciados vueltos a casar rechazó. Peter Erdö (72 años) Arzobispo de Esztergom-Budapest y primado de Hungría. En 2013 se le consideró un fuerte candidato a Papa, aunque finalmente ganó Francisco. Expresidente del Consejo de Conferencias Episcopales de Europa, el cardenal es un mariano devoto. Se trata de una de las voces más conservadoras de la Iglesia, opuesto a las ideas de Francisco acerca de la comunión a los divorciados vueltos a casar. Cuando Francisco llamó a los católicos a acoger refugiados, Erdö dijo que acogerlos equivaldría a la trata de personas. Ha participado en los sínodos sobre la familia y defendido posturas tradicionales en asuntos como el matrimonio y la bioética. Timothy Dolan (73 años) Arzobispo de Nueva York, también fue considerado “papable” en el cónclave de 2013. Se trata de una figura mediática, jovial, conservadora. “La nueva evangelización se realiza con una sonrisa, no con el ceño fruncido”. Conocido por su gran sentido del humor, cuando se le preguntó en 2013 qué pensaba de quienes lo consideraban papable, dijo: “Son los que han estado fumando mariguana”. Antiaborto, antibodas gay, le juega en contra ser de Estados Unidos. A decir de los expertos, difícilmente un cardenal estadounidense llegaría a ser Papa, porque se considera que ello alteraría el equilibrio de poder mundial, al dejar un gran poder espiritual en manos de un ciudadano de la única superpotencia del mundo. Raymond Leo Burke (76 años) Cardenal estadounidense, se convirtió en una de las voces más críticas del papa Francisco, que lo relegó en 2017 porque siendo exprefecto del Tribunal Supremo de la Signatura Apostólica, se opuso a reformas como la de permitir la comunión a los divorciados vueltos a casar. Ultraconservador, calificó de “objetable” el nuevo lenguaje de la Iglesia en torno a la contracepción artificial, los matrimonios civiles y los homosexuales. Reportes de algunos medios señalan que, en su momento, Francisco lo calificó como su “enemigo”. Su elección significaría un claro mensaje de que las reformas e ideas progresistas de Francisco han llegado a su fin en la Iglesia católica. Fridolin Ambongo Besungu (65 años) Arzobispo de Kinshasa, en República Democrática del Congo, es un cardenal que goza de gran prestigio en un país devastado por la guerra civil. Se trata de otro de los cardenales creados por Francisco, que lo designó para el Colegio Cardenalicio a fin de que le ayudara a estudiar un proyecto de revisión de la constitución apostólica “Pastor Bonus”. Ambongo, fue el principal impulsor de la declaración en contra de la bendición de uniones homosexuales. En ella, señalaba que, en nuestro contexto, ese tipo de bendiciones “causarían confusión y estarían en contradicción directa con el ethos cultural de las comunidades africanas”. En contraste, es un gran defensor del medio ambiente, incluyendo críticas a las petroleras y mineras mundiales y a los políticos a los que considera cómplices, por lo que ha recibido amenazas de muerte. En 2024, un tribunal le inició una investigación judicial por comentarios sediciosos que constituyen “rumores falsos, incitación a la rebelión de la población y ataques contra vidas humanas”.",https://www.alcalorpolitico.com/informacion/-papa-francisco-los-favoritos-para-sucederlo-al-frente-de-la-iglesia-catolica-eleccion-se-realizara-en-un-conclave-423846.html,Ciudad de México,21/04/2025
Jóvenes de Ixtaczoquitlán se lucen en el Torneo de Futbol de Semana Santa 2025,"Ixtaczoquitlán, Ver. 21/04/2025","Una verdadera fiesta deportiva se vivió en Ixtaczoquitlán durante el reciente Torneo de Futbol de Semana Santa 2025, donde jóvenes de distintas colonias se enfrentaron en una intensa competencia que combinó pasión, talento y comunidad. Organizado por el Ayuntamiento, el torneo reunió a equipos varoniles y femeniles de barrios como San José, El Calvario, El Santísimo, Barrios Unidos y La Luz, quienes se disputaron una bolsa de 30 mil pesos en premios. El objetivo del evento no sólo fue el de incentivar el deporte, sino también el de fortalecer la convivencia vecinal y ofrecer espacios sanos y seguros para el desarrollo de la juventud, durante los días de asueto de Semana Santa. Desde los primeros partidos, el nivel de juego fue alto. El equipo del Barrio San José inició con fuerza y se impuso con un marcador de 3-0, mientras que El Calvario logró avanzar a la siguiente ronda tras vencer en penales a Barrios Unidos, luego de un empate en tiempo regular. El entusiasmo se mantuvo hasta el fin de semana, cuando se disputaron las semifinales y posteriormente la gran final. El domingo, la emoción llegó a su punto más alto con el enfrentamiento entre San José y Barrio La Luz. El encuentro terminó empatado, por lo que todo se decidió en penales, donde San José se alzó como campeón del torneo. El segundo lugar fue para Barrio La Luz, y El Santísimo se quedó con el tercer puesto, destacando también por su constancia y entrega en cada encuentro. Durante la premiación, las autoridades municipales reconocieron el esfuerzo de todos los participantes, y reiteraron su compromiso de seguir impulsando el deporte como una herramienta de integración, formación de valores y prevención de conductas de riesgo. “Creemos en el poder del deporte para transformar vidas y unir comunidades. Este torneo es una muestra de lo que se puede lograr cuando hay participación, respeto y entusiasmo”, expresó el alcalde Nahúm Álvarez Pellico durante su intervención. Señaló que con este tipo de actividades, Ixtaczoquitlán refuerza su apuesta por el desarrollo integral de las juventudes y por la construcción de un municipio más activo, sano y unido.",https://www.alcalorpolitico.com/informacion/jovenes-de-ixtaczoquitlan-se-lucen-en-el-torneo-de-futbol-de-semana-santa-2025-423885.html,"Ixtaczoquitlán, Ver",21/04/2025
"Richard Strauss, Wagner y Gustav Mahler sonarán este viernes de concierto de la OSX","Xalapa, Ver. 21/04/2025","Tras un exitoso repertorio protagonizado por música religiosa como parte de la época de Semana Santa, la Orquesta Sinfónica de Xalapa volverá a su programación musical este viernes 25 de abril con un repertorio compuesto por 3 emblemáticos compositores que se volvieron universales, Richard Strauss, Richard Wagner y Gustav Mahler, noche que contará con las participaciones estelares del concertista JiÅí Bárta y la solista Ana Catalina Ruelas, además del Coro de la Universidad Veracruzana. Con su director titular Martín Lebel a la cabeza, se trata de un evento donde se presentarán las obras ""Don Quijote” de Strauss, el fragmento del primer acto de “Parsifal”, de Wagner, y la Sinfonía número 10 de Gustav Mahler, donde el escenario combinará voces corales con la música de la Orquesta, combinación que hará vibrar a los asistentes. Como ya es costumbre, el concierto tendrá lugar en el centro cultural Tlaqná, hogar de la Sinfónica de Xalapa, a las 20:00 horas de este viernes 25 de abril. Los boletos de acceso pueden comprarse en los puntos de venta de la Universidad Veracruzana como el Museo de Antropología y la taquilla de Tlaqná, o bien a través de la página web www.orquestasinfonicadexalapa.com. Sobre los invitados especiales: De acuerdo con el programa, la violinista mexicana Ana Catalina Ruelas inició sus estudios de música a la edad de 5 años. Durante su trayectoria destaca su trabajo como asistente de violas de la Orquesta Sinfónica de Xalapa del 2016 al 2024, más tarde fue invitada para nutrir las filas de la Orquesta de Baja California, donde se mantiene activa. Del concertista JiÅí Bárta su semblanza refiere que se trata de un músico cuya calidad lo ha llevado a la mayoría de los países europeos, América del Norte y del Sur, como Australia, Japón, Corea, además de África y Oriente Medio para tocar en grandes escenarios del mundo. Es considerado como uno de los principales chelistas de su generación y ha participado en los festivales de Edimburgo, Kuhmo, Lugano, Newport, Festival de Primavera de Praga, Festival de Música de Schleswig Holstein, entre otros.",https://www.alcalorpolitico.com/informacion/richard-strauss-wagner-y-gustav-mahler-sonaran-este-viernes-de-concierto-de-la-osx-423896.html,"Xalapa, Ver",21/04/2025
"Alcaldesa de Sayula de Alemán acosó a periodista, exhibe Derechos Humanos","Xalapa, Ver. 21/04/2025","La presidenta municipal de Sayula de Alemán, Lorena Sánchez Vargas, incurrió en violaciones a los derechos humanos luego de que personal a su cargo grabó en video a un periodista durante una cobertura informativa. Con fecha 20 de febrero de 2025, la Comisión Estatal de Derechos Humanos (CEDH) emitió la recomendación número 13/2025, dirigida a la Alcaldesa de Sayula, luego de comprobarse una violación a los derechos de la víctima en cuanto a pensamiento y expresión. Los hechos a los que se refiere la CEDH ocurrieron el 25 de febrero de 2022, cuando, en la cobertura de una manifestación de comerciantes, 2 empleados del Ayuntamiento grabaron al comunicador en el ejercicio de su labor. El acoso continuó el 27 de febrero de ese año, cuando, al dar cobertura al homicidio del Secretario del Ayuntamiento, la Presidenta Municipal señaló al periodista de dicho crimen. “Desde entonces otros empleados municipales han empezado a difundir la exigencia de que me detengan y se me lastime por ese crimen del que soy inocente, que la Presidenta también me acusó públicamente de que yo dije al final ser de la delincuencia organizada” denunció el quejoso. En el asunto publicado en el portal de la CEDH, el periodista argumenta temer por su vida y por la de su familia “por alguna posible agresión linchamiento, social y es el escarnio público, y lo peor con el temor de perder mi libertad física por un hecho totalmente de interés público” señaló. La Defensoría comprobó que el Ayuntamiento de Lorena Sánchez sí incurrió en violaciones al derecho a la libertad de pensamiento y expresión de la víctima al grabarlo mientras realizaba labores periodísticas. Por lo que instruyó al Gobierno Municipal a reparar el daño hecho al comunicador, aplicar medidas de satisfacción, de compensación, de no repetición y reconocer la calidad de víctima del periodista, así como dar inicio a un procedimiento administrativo para determinar la responsabilidad individual de todos y cada uno de los servidores públicos involucrados en este hecho.",https://www.alcalorpolitico.com/informacion/alcaldesa-de-sayula-de-aleman-acoso-a-periodista-exhibe-derechos-humanos-423867.html,"Xalapa, Ver",21/04/2025
"Hombre murió al caer al río, en San Andrés Tuxtla","San Andrés Tuxtla, Ver. 21/04/2025","La tarde de este lunes, un hombre perdió la vida al caer al río Tajalate, que atraviesa la ciudad de San Andrés Tuxtla. El hoy finado fue identificado como Álvaro Hernández López, de 35 años de edad, con domicilio en la calle Primitivo R. Valencia, según datos proporcionados por su esposa, quien llegó al lugar de los hechos. Vecinos que se percataron de lo ocurrido indicaron que cayó accidentalmente al afluente y se golpeó la cabeza, lo que lo dejó inconsciente por unos instantes. Elementos del cuerpo de Bomberos y de la Unidad Municipal de Protección Civil acudieron al sitio, sobre la calle 5 de Mayo, a la altura de la colonia El Mirador, pero desafortunadamente el hombre ya no contaba con signos vitales. Minutos después, elementos de la Policía Municipal y de la Secretaría de Seguridad Pública (SSP) arribaron al sitio para acordonar el área y solicitaron la presencia de las autoridades ministeriales, quienes finalmente se hicieron cargo del levantamiento del cuerpo. Vecinos indicaron que a Álvaro Hernández se le veía ingiriendo bebidas embriagantes todos los días por ese sector, donde solía reunirse con un grupo de personas con problemas severos de alcoholismo.",https://www.alcalorpolitico.com/informacion/hombre-murio-al-caer-al-rio-en-san-andres-tuxtla-423890.html,"San Andrés Tuxtla, Ver",21/04/2025
"Hallaron cadáver dentro de obra inconclusa, en colonia Lealtad Institucional, en Xalapa","Xalapa, Ver. 21/04/2025","En la colonia Lealtad Institucional, en una obra inconclusa de vivienda, fue hallado la tarde de este lunes el cadáver de un hombre. Al sitio, ubicado sobre la calle 1 de dicha colonia, arribaron paramédicos de la Comisión Nacional de Emergencia, quienes confirmaron que la persona ya no contaba con signos vitales. Aunque en un principio se especuló sobre un posible acto violento, fuentes cercanas a la investigación señalaron que la causa del fallecimiento podría estar relacionada con afecciones médicas previas. No se encontraron indicios claros de violencia en el lugar. Elementos de la Secretaría de Seguridad Pública (SSP) fueron los encargados de acordonar el área y realizar el primer levantamiento de información. Según testigos, el hombre había sido visto en días anteriores merodeando por la zona, aunque no se sabe con certeza si vivía en situación de calle o simplemente frecuentaba el sitio. Poco después, familiares del fallecido se presentaron en el lugar. Aunque el acceso fue restringido por las autoridades, lograron identificar al hombre, cuyo nombre no fue revelado. El caso ya está en manos de la Fiscalía General del Estado para esclarecer las causas exactas del deceso.",https://www.alcalorpolitico.com/informacion/hallaron-cadaver-dentro-de-obra-inconclusa-en-colonia-lealtad-institucional-en-xalapa-423889.html,"Xalapa, Ver",21/04/2025
UV contribuye al mejoramiento de infraestructura urbana y de emergencia,"Poza Rica, Ver. 21/04/2025","En la Facultad de Arquitectura de la Universidad Veracruzana (UV), región Poza Rica-Tuxpan, se desarrollan sistemas arquitectónicos plegables, transformables, ligeros y de rápida instalación. Estas estructuras ofrecen soluciones sostenibles y eficaces para rehabilitar espacios públicos, responder emergencias hospitalarias y actuar ante desastres naturales. En entrevista, el investigador y arquitecto de la UV, Carlos César Morales Guzmán, explicó que los sistemas representan una alternativa de solución innovadora para mejorar la infraestructura urbana y de emergencia al ser una tecnología económica con una utilidad a mediano plazo. “Mi investigación se basa básicamente en las cubiertas ligeras para espacios sustentables dentro de la ciudad, una mejora de recuperación en espacios verdes y pulmones para que el espacio urbano se vuelva otra vez interactivo. Es una tecnología asequible para las personas”, explicó. En ese sentido, el uso de cubiertas plegables ha permitido rescatar áreas verdes en zonas urbanas de Poza Rica, donde las altas temperaturas dificultan el aprovechamiento de parques y espacios recreativos, sin embargo, esa no es la única aplicación de este proyecto. Al respecto, Morales Guzmán detalló que otra de sus funciones es su despliegue para espacios de salud emergentes en un contexto donde hospitales públicos enfrentan saturación y no sólo eso, sino como alternativas rápidas e itinerantes ante desastres naturales para la Cruz Roja Mexicana. “El propósito es que la persona -usuario- que lo va a utilizar pueda interpretarlo de manera muy fácil. La patente que se desarrolló fue para un módulo de la Cruz Roja en estados bélicos, en este caso para lo que es el estado de Veracruz en la zona de desastres naturales. El propósito era que la Cruz Roja pudiera moverse a esos espacios y rápidamente utilizarlos y tener áreas médicas”, expuso. Señaló que la idea surgió gracias al interés de un estudiante de Arquitectura que también es paramédico, por lo que lograron una vinculación con la Cruz Roja Internacional, la Universidad Politécnica de Cataluña y la de Madrid. No obstante, aún no se concreta a nivel nacional por un tema de costos, pese a que el modelo propuesto es más económico en comparación al de esas instituciones. “Todavía no se está ocupando en la Cruz Roja Nacional, trataremos de hacerlo con algún financiamiento federal para que se logre y vean la facilidad. Como no es muy común que vean ese tipo de estructuras, se les hace difícil y piensan por qué no mejor otro tipo de cubiertas; la verdad que es un beneficio para ellos porque es más rápido, en menos de 3 minutos tenemos el dispositivo abierto”. Respecto a los alcances del proyecto a futuro, el investigador adelantó que el siguiente paso sería una especie de desplegable al que denomina cubierta tipo estrella que funcionaría como captador pluvial y haría frente a la escasez de agua. “Es una hipérbola que puede hacerse de 7.5 metros hasta 25 metros, entonces para dar una idea, el de 7.5 metros por día anda almacenando 249 mililitros. Creo que ya tenemos un problema de agua y no se queda nada más de captador, para zonas desérticas lo importante es que puedes colocarle diferentes tipos de mallas y captar agua”, concluyó.",https://www.alcalorpolitico.com/informacion/uv-contribuye-al-mejoramiento-de-infraestructura-urbana-y-de-emergencia-423897.html,"Poza Rica, Ver",21/04/2025
Veracruz Sur del IMSS lanza convocatoria para la contratación de médicos especialistas,"Orizaba, Ver. 21/04/2025","La delegación Veracruz Sur del IMSS, abrió ya la convocatoria para que médicos se decidan a trabajar en la zona de Orizaba, Córdoba, Tierra Blanca, Cosamaloapan, Minatitlán y Coatzacoalcos. Hay 33 plazas vacantes para diferentes especialidades. El titular de la Jefatura de Servicios de Desarrollo de Personal, Ismael González Sánchez, indicó que ante el incremento de los servicios que otorga el IMSS en Veracruz Sur y para lograr una mejora en la calidad de atención en los derechohabientes es que se emiten esa convocación. Las especialidades que se requieren son: cardiología, dermatología, gastroenterología, medicina interna, oftalmología, otorrinolaringología, pediatría, ginecología y obstetricia. Los médicos interesados pueden acudir a las oficinas sindicales en Orizaba en la Secretaría de Admisión y Cambios, en Oriente 6 No. 1590; o bien, en la Oficina de Dotación de Recursos Humanos, en el edificio de la sede delegacional en horario de 8:00 a 16:00hrs, ubicada en Poniente 7 No. 1350, en Orizaba, Veracruz. La documentación que deben llevar quienes quieren ser parte del IMSS son: título, cédula y certificado vigente del consejo de la especialidad médica que ostenten. Resaltó que la convocatoria está abierta para todos los médicos, no importa que sean egresados de escuelas públicas o privadas, siempre y cuando presenten la documentación requerida.",https://www.alcalorpolitico.com/informacion/veracruz-sur-del-imss-lanza-convocatoria-para-la-contratacion-de-medicos-especialistas-423894.html,"Orizaba, Ver",21/04/2025
"Muere prensado conductor de camioneta en choque la noche de este lunes, en Maltrata","Maltrata, Ver. 21/04/2025","Trágica muerte encontró el conductor de una camioneta al quedar prensado, tras registrarse un choque por alcance en la autopista 150-D, Orizaba-Puebla, a la altura del trébol de Maltrata. El percance obligó al cierre total de la circulación vehicular, y a la implementación de un operativo desde el municipio de Nogales para desviar el aforo vehicular. Hasta el kilómetro 250 de la autopista se trasladaron oficiales de la Guardia Nacional división carreteras, así como personal del servicio de grúas, Fiscalía, peritos y agentes de la Policía Ministerial Acreditable para dar fe. Se conoció que al filo de las 19:35 horas de este lunes, las malas condiciones climatológicas y la falta de precaución para circular ocasionaron la tragedia. Metros antes de llegar al entronque que conduce a la cabecera municipal de Maltrata, chocaron por alcance el conductor de una camioneta tipo Jeep y el conductor de un tractocamión Kenworth Kenmex, acoplado a un remolque tipo plana, el cual circulaba sin carga. El conductor de una tercera unidad no alcanzó a frenar y se impactó por un costado, resultando sólo en daños materiales. No así el conductor de la Jeep, quien quedó prensado. Tras abanderar la zona y cerrar el paso a la circulación vehicular, varios conductores intentaron salvar al operador de la camioneta particular, pero ya no contaba con signos vitales. Por ello, se solicitó la presencia de autoridades ministeriales y del servicio de grúas para agilizar el retiro de las unidades accidentadas. No se emitieron mayores reportes sobre el percance, aunque el cuerpo del ahora occiso será enviado a las instalaciones del Servicio Médico Forense en la ciudad de Orizaba, para conocer su identidad, en tanto que los vehículos accidentados serán remitidos al corralón.",https://www.alcalorpolitico.com/informacion/muere-prensado-conductor-de-camioneta-en-choque-la-noche-de-este-lunes-en-maltrata-423899.html,"Maltrata, Ver",21/04/2025
Exhibe ORFIS anomalías con obra millonaria en Zongolica,"Zongolica, Ver. 21/04/2025","La auditoría del Órgano de Fiscalización Superior (ORFIS) reveló que la obra de la primera etapa del Albergue para Niñas, Niños y Adolescentes Migrantes, construida en la comunidad de Tlanecpaquila, en el municipio de Zongolica, no está concluida, por lo cual se podría concretar un posible daño patrimonial. Aunque fue declarada como terminada por el Ayuntamiento, está inconclusa y sin documentación comprobatoria. En la obra se invirtieron 23 millones 139 mil 102.35 pesos. El Órgano de Fiscalización Superior señaló que, aún y cuando se registró la “construcción de albergue”, el ayuntamiento no presentó los documentos básicos que avalaran el gasto, entre ellos: permiso sanitario, licencia de construcción (requisitos legales indispensables), proyecto ejecutivo, planos, catálogos y presupuestos detallados; bitácoras, reportes fotográficos y pruebas de laboratorio (evidencia del avance físico), así como las actas de entrega-recepción (que certifiquen la finalización). Además, el contrato MZNGVER/LP-niñas migrante 2023/OP/2023302010401 fue incorrectamente fundamentado en la Ley Estatal, cuando debió apegarse a la Ley Federal de Obras Públicas, lo que sugiere un manejo irregular por parte de los funcionarios. El órgano fiscalizador determinó que al no existir estimaciones ni comprobantes no hay garantía de que los recursos se hayan ejercido correctamente. Por ello, los pobladores exigen al alcalde sustituto, Wenceslao Cosme, que explique dónde quedaron esos 23 millones de pesos y por qué declaró la obra como terminada sin cumplir los requisitos. Los ciudadanos indicaron que Wenceslao Cosme y su equipo están obligados a responder ante el ORFIS y la opinión pública, o bien, será la Fiscalía Anticorrupción de Veracruz quien tendría que investigar si hubo desvío.",https://www.alcalorpolitico.com/informacion/exhibe-orfis-anomalias-con-obra-millonaria-en-zongolica-423865.html,"Zongolica, Ver",21/04/2025
Juzgado Decimoctavo de Distrito en Xalapa opera entre carencias,"Xalapa, Ver. 21/04/2025","Durante febrero y marzo de 2025, el Juzgado Decimoctavo de Distrito con sede en Xalapa operó en medio de una insuficiencia de insumos, lo cual retrasó la publicación de resoluciones en cuanto a amparos y juicios de protección de garantías. Lo anterior quedó de manifiesto en las resoluciones a la vista del público, en las que los propios actuarios del Juzgado 18º manifestaron que estas carencias atrasarían los procesos solicitados por quienes buscaban la justicia federal. Es el caso del juicio de amparo 51 de la presente anualidad, en el que la resolución de fecha 12 de febrero exhibe que no funcionaban las impresoras. Dice a la letra que: “ESCASEZ DE INSUMOS Finalmente, se hace del conocimiento de las partes que las notificaciones (personales o por oficio) se verán atrasadas con motivo de las medidas de reducción de insumos; ello toda vez que no se ha proporcionado a este Juzgado el material necesario y la mayoría de las impresoras se encuentran sin funcionar, no obstante que se han levantado los reportes correspondientes. Notifíquese como corresponda”. El 14 de febrero, los actuarios del Juzgado emitieron una resolución semejante, aun cuando dijeron que ya habían notificado la situación: “Finalmente, se hace del conocimiento de las partes que las notificaciones (personales o por oficio) se verán atrasadas con motivo de las medidas de reducción de insumos; ello toda vez que no se ha proporcionado a este Juzgado el material necesario y la mayoría de las impresoras se encuentran sin funcionar, no obstante que se han levantado los reportes correspondientes. Notifíquese como corresponda”, dice a la letra la publicación en estrados. El 6 de marzo continuó la carencia, toda vez que los actuarios manifestaron que seguirían los retrasos, ya que para esa fecha no se habían entregado los insumos correspondientes. El último resolutivo por dicha situación se levantó el 10 de marzo con la siguiente inscripción: “ESCASEZ DE INSUMOS Finalmente, se hace del conocimiento de las partes que las notificaciones (personales o por oficio) se verán atrasadas con motivo de las medidas de reducción de insumos; ello toda vez que no se ha proporcionado a este Juzgado el material necesario y la mayoría de las impresoras se encuentran sin funcionar, no obstante que se han levantado los reportes correspondientes. Notifíquese como corresponda”.",https://www.alcalorpolitico.com/informacion/juzgado-decimoctavo-de-distrito-en-xalapa-opera-entre-carencias-423860.html,"Xalapa, Ver",21/04/2025
