titulo,articulo,lugar,autor,fecha,url
Marcharán en defensa de la Sierra de Quila,"Convocan a la población a marchar pacíficamente en defensa de la Sierra de Quila. La invitación es el martes 4 de octubre a las 08:00 horas, en la ciudad de Guadalajara; la manifestación iniciará en las oficinas de la Comisión Nacional del Agua (CONAGUA) y terminará en el Palacio de Gobierno del Estado de Jalisco. El colectivo Despierta Quila se manifestará ante autoridades estatales. La comunidad de Quila El Grande está desesperada ante la omisión de atenciones por parte de la CONAGUA. Hace algunos meses, habitantes de Quila El Grande denunciaron la expropiación ilícita de recursos naturales en la Sierra de Quila, por parte de agroindustrias. Particularmente, la práctica de las empresas extranjeras causó desabasto de agua potable en la localidad. La problemática vino acompañada de otras, pero no de soluciones. Los acuerdos entablados entre el ejido, autoridades municipales y el sector privado no se cumplen, lo que orilló a los pobladores de Quila a buscar soluciones. Tras intentar tocar puertas con el Gobierno Federal, Despierta Quila decidió abordar las principales calles de la capital del estado y, así, llamar la atención de autoridades jaliscienses. Los hombres y mujeres que irán, con playera blanca y pantalón azul, llevarán consigo pancartas y consignas que expresen su inconformidad. Buscan desalojar las agroindustrias de sus tierras y, también, exhibir la indiferencia de las y los servidores públicos ante denuncias comunitarias. ¿Porqué ante la CONAGUA? La CONAGUA es acusada de no actuar en pro de la conservación de los recursos naturales y de dejar de lado los derechos humanos, como lo es el derecho al agua. La dependencia informó, previamente, que las empresas que laboran en Quila no cuentan con permisos para trabajar en ese lugar desde hace cinco años; además, el director de la CONAGUA Jalisco, Luis Antonio Cabrera, no reconoce su firma en documentos legales que las agroindustrias entregaron a la comunidad. CONAGUA prometió a los habitantes asistir a Quila El Grande en plan de comprobar la invalidez de los documentos ante las empresas y evaluar la calidad del agua en el lugar. Nunca volvieron. Sin embargo, los pobladores descubrieron que la institución gubernamental mantendría una reunión privada con empresarios; al enterarse los habitantes, la CONAGUA canceló la junta. Ahora piden a la región su solidaridad. En un comunicado, el colectivo Despierta Quila alentó a los municipios de la Sierra de Quila a sumarse: «Invitamos a los municipios que forman parte de la OPD Sierra de Quila, como son Ameca , San Martín Hidalgo, Cocula, Tecolotlán, Tenamaxtlán y Atengo a que se sumen a nuestro esfuerzo. Si no se logra el objetivo de que las empresas sean clausuradas, tendremos que sufrir las consecuencias», reza la invitación. Los plantones y recorridos que se llevarán a cabo en Guadalajara tienen como meta capturar la atención de autoridades estatales. La manifestación es el día de mañana, martes 4 de octubre. Comenzará a las 08:00 horas, en la Calzada del Federalismo Norte #275 (Oficinas CONAGUA Jalisco), recorriendo algunas calles de la ciudad de Guadalajara y, concluyendo, en el Palacio de Gobierno de Jalisco.","Autlán de Navarro, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/manana-marcharan-en-defensa-de-la-sierra-de-quila/
Rehabilitan espacios culturales en Unión de Tvla,"Unión de Tvla forma parte de los municipios seleccionados en el programa estatal Fondo de Animación Cultural. Para la rehabilitación y equipamiento de espacios recreativos y artísticos, Unión de Tvla recibió por parte del Gobierno de Jalisco 100 mil pesos. Con la intención de optimizar la realización de actividades culturales, Jalisco lanzó una convocatoria a sus municipios, donde podrían obtener un apoyo económico exclusivo para la intervención infraestructuras menores y equipamiento. Entre los beneficiados destacó Unión de Tvla. El municipio es acreedor de 100 mil pesos: lo usarán en la adquisición y renovación de materiales, equipamiento e infraestructura de espacios culturales. El apoyo es anual y es equitativo para los municipios que participan. Asimismo, Unión de Tvla entró en los programa estatales Fondo de Apoyo para Festivales Culturales Municipales, con 150 mil pesos; y, en el Fondo Talleres para Casas de la Cultura, corresponde a 120 mil pesos.","Unión de Tvla, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/rehabilitan-espacios-culturales-en-union-de-tvla/
Destinan más de 4 mdp en camino hacia Miguel Hidalgo Viejo,"En 15 días estará lista la rehabilitación del camino carretero de Miguel Hidalgo Nuevo hacia Miguel Hidalo Viejo. La Secretaría de Comunicaciones y Transportes (SCT) destinó 4.6 millones de pesos al proyecto, mientras que el Ayuntamiento de La Huerta invertirá 600 mil pesos. El comercio y las actividades agrícolas de la región continuarán e incluso, mejorarán su curso. El presupuesto que invirtió el Gobierno de Jalisco y La Huerta en la reconstrucción del camino hacia Miguel Hidalgo Viejo constará de un reencarpetamiento total, cunetas y puentes de descarga de aguas pluviales. Son más de 20 años que el tramo de Miguel Hidalgo Nuevo a Miguel Hidalgo Viejo no ha sido intervenido. El Ayuntamiento de La Huerta gestionó, en coordinación de la SCT, un monto económico para mejorar la seguridad y calidad de la carretera. De acuerdo con el presidente de La Huerta, Fernando Gómez Carrasco, la obra pública también contará con señalética y pintura nueva: “Con recurso del municipio vamos a ampliar un puente que está a medio kilómetro antes de entrar a la comunidad de Miguel Hidalgo Viejo. Requiere de una ampliación, nueva estructura para que en futuras inundaciones no obstruya el paso”, dijo el alcalde. El camino, anualmente, es uno de los más afectados debido a la temporada de huracanes. “Esta zona es plataforma del comercio, especialmente en la agricultura y ganado. Es importante rehabilitar los caminos para continuar con el flujo económico y la conectividad”, finalizó Carrasco. El gobierno de La Huerta intenta continuar con la remodelación de tramos carreteros; en los próximos días, insistirán con autoridades estatales para un presupuesto destinado a reparar la carretera hacia Arroyo Seco.","La Huerta, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/destinan-mas-de-4-mdp-en-camino-hacia-miguel-hidalgo-viejo/
"Ayotitlán, cerca de la corona de la Embajadora Regional del Adulto Mayor","¡Estuvo a casi nada de la corona! La señora María Elena Santana Tizcareño, de la comunidad de Ayotitlán, estuvo muy cerca de posicionar a Tecolotlán como representante de la Sierra de Amula en el Certamen Embajadora del Adulto Mayor Jalisco 2023. Desde la comunidad de Ayotitlán, Elena desempeñó un gran papel ante el jurado de la competencia Embajadora Sierra de Amula del Adulto Mayor. Su participación logró otorgarle el segundo lugar a nivel regional. Diez mujeres mayores de 65 años representaron a sus municipios en busca de enaltecer a la región a nivel estatal. En el concurso, las participantes respondieron al jurado dos preguntas relacionadas con la cultura de respeto hacia los y las adultas mayores. Quienes conformaron el jurado tenían la facultad de calificar a las mujeres que no provenían de su municipio. Cada juez contó con una tabla en donde tenía que destacar del 1 al 5 la respuesta de la competidora: debieron calificar su carisma y simpatía, el contenido y el desarrollo del tema, al igual que su presencia y seguridad. Así pues, quien conquistó al jurado calificador fue la señora Cecilia Corona Osorio, originaria de El Limón. Por su parte, la señora María Elena Santana Tizcareño fue galardonada con la segunda posición. La mujer estuvo cerca de volver a posicionar a Tecolotlán, por segunda ocasión, en la fase del concurso estatal. El Certamen de la Embajadora de los Adultos Mayores Jalisco 2023 será el próximo 28 de noviembre, en la capital del estado; representará Cecilia Corona, a la Sierra de Amula.","Ayotitlán, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/ayotitlan-cerca-de-la-corona-de-la-embajadora-regional-del-adulto-mayor/
"Reportan sismo en la región, lo percibieron en Punta Pérula","La Red Sísmica Jalisco de reportó un sismo a las 8:45 de la mañana en el municipio costero de Tomatlán. De acuerdo con la Unidad Estatal de Protección Civil Jalisco informó que el sismo tuvo una magnitud de 4.9 con epicentro a 28 kilómetros del municipio de Tomatlán. Después hubo un ajuste a 4.4. #ACTUALIZACIÓN 🚨 Del #sismo que se presentó a las 8:54 hrs, el @SSNMexico recalcula su magnitud a 4.4, localizado en la costa a una distancia de 19 km de la localidad Vicente Guerrero, en #TomatlánNo se reportan daños ni afectaciones por este movimiento.#OrgullososDeServir pic.twitter.com/qAvOZjUB52 Aunque fue dentro del mar, Protección Civil afirmó que lo percibieron en Tomatlán y la comunidad de Punta Pérula en La Huerta. Por el momento no registran afectaciones.","Tomatlán, Jalisco",Lauro Rodríguez,,https://letrafria.com/reportan-sismo-en-la-region-lo-percibieron-en-punta-perula/
La Huerta recibe presupuesto para talleres en Casa de la Cultura,"La Huerta forma parte de los municipios beneficiados con el programa estatal Fondo Talleres para Casas de la Cultura. La Casa de la Cultura Profesora Idolina Gaona de Cosío contará con el presupuesto para contratar profesores en diversas artes. La Huerta está de fiesta. El municipio cuenta con el impulso para fomentar la culturas y las artes en sus habitantes. Autoridades recibieron la noticia de que el municipio forma parte de los seleccionados en el programa estatal Fondo Talleres para Casas de la Cultura. Los apoyos económicos son anuales y rondan entre los 40 mil y 215 mil pesos. Dicho presupuesto se origina de la necesidad de la oferta cultural gratuita en Jalisco; buscan garantizar el derecho social a la cultura. Ahora, La Huerta tendrá que proporcionar el apoyo obtenido en costear exclusivamente gastos de honorarios de los instructores que imparten los talleres de formación artística en la Casa de la Cultura Profesora Idolina Gaona de Cosío. La convocatoria anunciaba explícitamente que podrían participar los municipios que tuvieran menos de 600 mil habitantes. Asimismo, el municipio recibió dos estímulos más para la cultura: el Fondo de Apoyo para Festivales Culturales Municipales y el Fondo Jalisco de Animación Cultural.","La Huerta, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/la-huerta-recibe-presupuesto-para-talleres-en-casa-de-la-cultura/
La Huerta celebra el Día Mundial del Turismo,"En el marco del Día Mundial del Turismo, La Huerta festejó a su municipio y localidades por ser parte de las zonas turísticas más importantes de la Costa Sur. Habitantes participaron en actividades culturales y recreativas. Con el propósito de concientizar a la comunidad acerca del valor social, cultural, político y económico del turismo, La Huerta celebró el Día Mundial del Turismo. Anualmente, el municipio organiza actividades que recuerden a sus habitantes la importancia de vivir en un lugar con extensos recursos naturales y atractivos. En 2023, La Huerta priorizó talleres. Las actividades fomentaron el trabajo en equipo y concientizaron a personas de diferentes edades acerca del entorno en el que viven. Un ejemplo fue el taller de talabartería, destinado a infantes de educación primaria. El turismo es un fenómeno social, cultural y económico que supone el desplazamiento de personas a países o lugares fuera de su entorno habitual por motivos personales, profesionales o de negocios.","La Huerta, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/la-huerta-celebra-el-dia-mundial-del-turismo/
"La próxima semana, habitantes de Quila se manifestarán en Guadalajara","Las y los habitantes de Quila El Grande planean manifestarse en Guadalajara. La próxima semana, recorrerán las principales calles de la ciudad, también realizarán un plantón a las afueras de las oficinas de la CONAGUA y el palacio de gobierno de Jalisco. La comunidad de Quila El Grande responde a las evasivas de la Comisión Nacional del Agua (CONAGUA) en visitar su localidad. La población pide a la dependencia asistir a inspeccionar la zona y comprobar que las agroindustrias que laboran cumplan con los requisitos necesarios para estar ahí. Anteriormente, la CONAGUA confirmó a autoridades de Tecolotlán y a miembros del colectivo Despierta Quila que los permisos de las empresas que se establecen en la localidad vencieron hace cinco años; el director de la CONAGUA, Luis Antonio Cabrera, no reconoce su firma en algunos documentos que las agroindustrias proporcionaron al ejido, como prueba de su establecimiento legal. La CONAGUA prometió a los y las vecinas visitar e inspeccionar que la extracción de agua en Quila sea legal, sin embargo, la dependencia no cumplió su promesa. De manera extra oficial, lugareños se enteraron de una reunión entre la CONAGUA y empresarios agroindustriales. La junta se llevaría a cabo en Tecolotlán y a la que no invitaron a ningún miembro del colectivo Despierta Quila. La sesión no se llevó a cabo, luego de que el director de la CONAGUA anunciara no poder asistir por complicaciones de salud. Despierta Quila lanzó un comunicado en el que expresa que «tal acción de la CONAGUA la consideramos sospechosa ya que, de haber sido requeridos (miembros de Despierta Quila), sería la oportunidad y culminación del movimiento». Se manifiestan la próxima semana en Guadalajara Letra Fría mantiene comunicación con miembros de Despierta Quila. Sus integrantes aseguran a la redacción que la movilización del ejido se realizará la semana entrante. Aunque no cuentan con fecha específica, Despierta Quila decidió que tomarán las principales calles de Guadalajara. Asimismo, se plantarán a las afueras de las oficinas de la CONAGUA y el palacio de gobierno de Jalisco. Llevarán carteles y realizarán consignas; su misión es hacerse escuchar por autoridades estatales, ya que su denuncia en el Congreso de la Unión no dio resultados. Despierta Quila pide a los municipios que forman parte de la OPD Sierra de Quila acompañarlos. Dichas comunidades también se verán afectadas a lo largo del tiempo por la explotación de los recursos naturales de la Sierra de Quila. «Invitamos a los municipios que forman parte de la OPD Sierra de Quila, como son Ameca , San Martín Hidalgo, Cocula, Tecolotlán, Tenamaxtlán y Atengo a que se sumen a nuestro esfuerzo. Si no se logra el objetivo de que las empresas sean clausuradas, tendremos que sufrir las consecuencias», reza en un comunicado de Despierta Quila. Al resto de la región, piden máxima difusión para hacer notar la problemática a más rincones del país.","Autlán de Navarro, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/la-proxima-semana-habitantes-de-quila-se-manifestaran-en-guadalajara/
Cecilia Corona: Embajadora Sierra de Amula de los Adultos Mayores,"¡El Limón podría hacer historia! La señora Cecilia Corona Osorio es la Embajadora Sierra de Amula de los Adultos Mayores. La limonense representará a la región en el Certamen de la Embajadora de los Adultos Mayores Jalisco 2023. Cecilia cautivó al jurado del Certamen de la Embajadora Sierra de Amula de los Adultos Mayores. La mujer originaria de El Limón, venció a 10 participantes que buscaban la corona y, con ésta, representar dignamente a la región. Desde 1995, anualmente, Jalisco busca a una mujer de la tercera edad que revindique la figura de la población mayor de 65 años; que promueva y marque a futuras generaciones la cultura de respeto hacia los adultos mayores. El año pasado, tras cancelar dos veces el concurso por la pandemia de Covid-19, Tecolotlán representó a la región ante Jalisco, ahora lo hará El Limón. Cada municipio seleccionó a una participante que cumpliera con los requisitos del certamen estatal, es decir: tener 65 años o más, saber leer y escribir, así como formar parte de a grupos de personas adultas mayores del Sistema DIF. Posteriormente, se realizó la competencia regional. La sede fue en Unión de Tvla, donde cada seleccionada demostró su capacidad y humanidad ante el jurado. El jurado se conformó por diez personas, quienes provenían de cada uno de los municipios participantes. Por unanimidad del jurado, Cecilia Corona Osorio es la Embajadora Sierra de Amula de los Adultos Mayores 2023. El certamen en la Sierra de Amula Los sistemas municipales del DIF acompañaron a sus concursantes. En una ceremonia de menos de una hora, se vivieron dos etapas del certamen. Ambos apartados consistieron en preguntas que cada reina municipal respondió; las concursantes conocían, con anticipación, qué se les iba a preguntar. Quienes conformaron el jurado tenían derecho a calificar a las mujeres que no provenían de su municipio. Cada juez contó con una tabla en donde tenía que destacar del 1 al 5 la respuesta de la competidora: debieron calificar su carisma y simpatía, el contenido y el desarrollo del tema, al igual que su presencia y seguridad. Cecilia Corona conquistó a los jueces, quienes únicamente calificaron sus respuestas; el certamen prohibía evaluar belleza, vestimenta u otra característica de las participantes. ¿Qué ganó Cecilia? Por el momento, además del título, Cecilia asistirá al Certamen de la Embajadora de los Adultos Mayores Jalisco 2023. Ahí, la señora competirá con 12 mujeres por la corona del concurso. La dinámica será similar. Días antes, la representante de la Sierra de Amula permanecerá por una semana con funcionarios del DIF Jalisco, quienes tendrán sorpresas para las participantes: es posible que conozcan pueblos mágicos, visiten museo o espacios recreativos y asistan a reuniones con personalidades importantes del estado. El Certamen de la Embajadora de los Adultos Mayores Jalisco 2023 será el próximo 28 de noviembre, en la capital del estado.","Unión de Tvla, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/cecilia-corona-embajadora-sierra-de-amula-de-los-adultos-mayores/
DIF Autlán y PC reciben víveres para apoyar a personas afectadas,"El Sistema DIF de Autlán y la Coordinación Municipal de Protección Civil y Bomberos Autlán abrieron centros de acopio en sus instalaciones, con el fin de recibir víveres y apoyar a las personas afectadas por el desbordamiento del arroyo El Cangrejo. Lo que se reúna en los centros de acopio, irá directamente a las localidades de El Jalocote y La Lima, las comunidades más afectadas por el desastre. Las personas que deseen apoyar, pueden llevar cobijas, abrigos, ropa y calzado, alimento enlatado, artículos de limpieza y de higiene personal (toallas femeninas, papel higiénico, cepillo de dientes etc). Las instalaciones del Sistema DIF Autlán están abiertas de lunes a viernes de las 8:00 a las 18:00 horas, se encuentra ubicado en la Avenida Álvaro Obregón 262, zona Centro. Por su parte, Protección Civil y Bomberos Autlán está abierto las 24 horas del día. Sus instalaciones se encuentran en Avenida Carlos Santana 261.","Autlán de Navarro, Jalisco",,,https://letrafria.com/dif-autlan-y-pc-reciben-viveres-para-apoyar-a-personas-afectadas/
Autlán confirma ocho fallecidos y seis desaparecidos por desborde de El Cangrejo,"Durante la sesión extraordinaria del Comité Municipal de Emergencia y Consejo Municipal de Protección Civil, el presidente municipal de Autlán, Gustavo Robles Martínez actualizó la cifra a ocho personas fallecidas (dos identificadas) y seis reportadas como desaparecidas. A las 13:10 horas de este lunes, el Consejo realizó la declaratoria de emergencia del municipio, debido a esta situación. Robles Martínez, mencionó que la causa del desbordamiento del arroyo El Cangrejo esta mañana, fue debido a dos tormentas que se sumaron anoche, lo que provocó al menos 200 milímetros de lluvia. Una lluvia considerada atípica. La precipitación cayó sobre la zona afectada por un incendio ocurrido en junio pasado en San Juan Cacoma, que consumió mil hectáreas y la materia orgánica entró al afluente del arroyo El Cangrejo. Esto fue lo que provocó su desborde, de acuerdo con el alcalde. El agua, lodo y trozos de madera quemada que salieron del arroyo, también afectaron a la Avenida Independencia Nacional, la Escuela Secundaria Técnica número 7 y el Periférico Luis Donaldo Colosio. Al momento, el estado de fuerza es de 107 elementos de diversas dependencias municipales y estatales, quienes se encuentran en las labores de búsqueda y rescate. “Autlán se encuentra de luto”, dijo el presidente, quien señaló que su gobierno se solidariza con las familias afectadas.","Autlán de Navarro, Jalisco",,,https://letrafria.com/autlan-confirma-ocho-fallecidos-y-seis-desaparecidos-por-desborde-de-el-cangrejo/
Ballet Dulce Caña: de Lo Arado para todo México,"Un grupo de 16 adolescentes ponen a Casimiro Castillo en alto. El Ballet Dulce Caña, de la Escuela Preparatoria Regional de Casimiro Castillo y el módulo Lo Arado, representa a Jalisco ante México por su gracia e interpretación de danzas folclóricas del país. La caña forma parte de las cosechas más importantes en la Costa Sur de Jalisco, sobre todo en Casimiro Castillo. El cultivo de la hierba da trabajo a miles de personas en la región y el proceso de la planta brinda dulzura a los paladares de quienes alguna vez la trabajaron; la caña es un estandarte de los hombres y mujeres que laboran la tierra caliente jalisciense. Esa es la razón por la que los hijos e hijas de la tierra cálida de Casimiro Castillo decidieron nombrar su grupo de baile como Ballet Dulce Caña. Ballet Dulce Caña se integra por 16 adolescentes de la Escuela Preparatoria Regional de Casimiro Castillo y su módulo Lo Arado. Las y los jóvenes alcanzaron la fama y reconocimiento estatal y nacional, luego de ganar medalla de oro en la Selección de Encuentros para los Polos Culturales. Anualmente, el Sistema de Educación Media Superior (SEMS) de la Universidad de Guadalajara (UdeG) convoca a sus preparatorias para competir en diversos géneros de la danza: baile de salón, contemporánea y folclórica. El grupo ganador de cada categoría, además del reconocimiento, gana una experiencia cultural con otra universidad del país. Ballet Dulce Caña participó y, tras el resultado, viajarán a la sede de la Universidad Autónoma de Nayarit. En la institución compartirán sus experiencias en la danza, tomarán clases con expertos del arte del estado y, por supuesto, presentarán la estampa que los hizo llegar a la cima. El norte del país representado por Jalisco Aunque llevan con orgullo a la Costa Sur en su nombre, Ballet Dulce Caña escenifica la tradición del norte del país. En los pies de las 8 parejas de bailarines, se ejecuta la fuerza y energía de Baja California. En entrevista para Letra Fría, el profesor de danza folclórica de la Escuela Preparatoria Regional de Casimiro Castillo, Vicente Vázquez Álvarez, explica el motivo de utilizar piezas musicales de Baja California y no Jalisco. Vázquez Álvarez cuenta que la competencia en la Selección de Encuentros de Polos Culturales “es difícil. Por eso optamos por presentar algo innovador en el concurso, seguros de que nadie más lo realizaría”. En concreto, Ballet Dulce Caña interpretó la danza tradicional del “calabaceado“; un baile que se practica en las rancherías de Baja California, simulando el cortejo con los movimientos del ganado: patadas, desplazamientos y giros. “No esperábamos el primer lugar, pero obtenerlo nos dio motivaciones. Ahora me esfuerzo en enseñarles más técnica, estilo y proyección. El primer lugar es algo que no puedo explicar, es una emoción muy grande porque cumplimos nuestra meta”, dijo el profesor. Asimismo, el docente revela que la personalidad del grupo de chicos y chicas compagina con el estilo del baile: los adolescentes que representan Ballet Dulce Caña son ágiles y energéticos. Las piezas musicales que presentaron en el concurso se llama Popurrí Norteño; contiene las canciones La loba del mal, El patito y Mi Baja California. “Los elegí porque ya los dominaban, ya sabían cuáles técnicas y cómo proyectar; solamente hicimos pequeños cambios en la estampa. En una competencia no puedes presentar lo más sencillo, tienes que demostrar lo mejor”, afirmó. Ganar sin recurso Los integrantes del Ballet Dulce Caña se sienten orgullosos de su logro y, aún más, de su orientador. “Ganar marcó nuestra vida. Pero gracias a nuestro profe Vicente, los ensayos y regaños, obtuvimos nuestro logro. Lo queremos mucho”, dijo una de las integrantes. Por su parte, Vicente agradece al grupo. Dice que los jóvenes son quienes tienen el mayor mérito, por su perseverancia y disciplina. “Ellos me dan mucha seguridad y orgullo. Conviví mucho con mis alumnos, pasamos buen tiempo en los ensayos. No tengo consentidos porque lo que yo más quiero es que se sientan cómodos”, compartió. En palabras de uno de los adolescentes que están en el Ballet Dulce Caña, “bailar es un escape; nos desestresamos y ponemos nuestras emociones ahí. La danza es conocer nuestra cultura y compartir lo que somos con otras personas”. Sin embargo, el profesor reconoce que el proceso para llegar a obtener los resultados fue complicado. En realidad, los y las chicas practicaban cada martes y jueves por las tardes; a medida que se acercaba el concurso, ampliaron sus ensayos de lunes a sábado. Bailaban en el pequeño patio de la escuela, no había más espacios y recursos para practicar en un lugar más amplio. Vázquez Álvarez no exigía a sus alumnos asistir a los ensayos con vestuario y calzado, debido a que hacerlo podría impactar en la integridad y salud de las y los adolescentes. Es ideal que las y los bailarines danzaran en un espacio que no fuera de cemento, con temperatura adecuada y con condiciones óptimas para concentrarse. Aún sin dichos requisitos, Ballet Dulce Caña lo logró, venció a las demás preparatorias del estado. El próximo 26 de septiembre, Ballet Dulce Caña asistirá a Nayarit. Ahí, además de presentar danza folclórica de Jalisco y Sinaloa, bailarán la estampa que puso en alto a Casimiro Castillo y Lo Arado.","Casimiro Castillo, Jalisco",Vianney Martínez Pérez y Carmen Aggi,,https://letrafria.com/ballet-dulce-cana-de-lo-arado-para-todo-mexico/
Destinarán 10 mdp para remodelar el camino de Tecolotlán a Quila,"El presidente de Tecolotlán, Eliud Saldaña Vázquez, reveló, sin muchos datos, que el gobierno de Jalisco rehabilitará el camino hacia Quila. La primera etapa de remodelación del tramo de Tecolotlán a Quila costará 10 millones de pesos. En su segundo informe de gobierno, el alcalde de Tecolotlán informó a los y las tecolotlenses acerca de “una obra que jamás podríamos hacer”: la remodelación del camino a Quila. “Que difícil es ser presidente municipal en estos tiempos”, dijo Saldaña Vázquez. En su rendición de cuentas, Eliud habló directamente a la sociedad civil: “No tengo ningún pendiente o problema en seguir recorriendo las calles, barrios, comunidades, la plaza, los mercados y los distintos espacios públicos para poderlos ver de frente y reconocer lo que hemos hecho mal. Lo que más satisfacción me da es que, al día de hoy, hay mayor aceptación y reconocimiento a las buenas acciones por parte de nuestro gobierno”, aseguró. Más tarde, Eliud Saldaña lanzó una noticia: la participación del gobierno de Jalisco en una obra pública de impacto en el municipio. “Estaba en el despacho de presidencia municipal cuando recibo una llamada de la oficina del gobernador: destinarán 10 millones de pesos en la remodelación del camino de Tecolotlán a Quila“, señaló. El funcionario agradeció el apoyo del gobierno estatal y afirmó que su administración continuará laborando en coordinación de la entidad. Aún no se extienden detalles de la primera etapa de intervención en el tramo de Tecolotlán hacia Quila.","Tecolotlán, Jalisco",Vianney Martínez Pérez,,https://letrafria.com/destinaran-10-mdp-para-remodelar-camino-de-tecolotlan-a-quila/
Fernando Gómez Carrasco pide más apoyo y recursos al gobierno de Jalisco,"El alcalde de La Huerta, Fernando Gómez Carrasco, solicitó al gobierno de Jalisco más apoyo y recursos para su municipio. En su segundo informe de gobierno, el presidente resaltó la necesidad de implementar sistemas de manejo de residuos sólidos en La Huerta. Por segunda ocasión, el presidente de La Huerta reportó las acciones de su gobierno. Ante funcionarios públicos, representantes de diversos municipios de la región y sociedad civil, Gómez Carrasco desglosó las actividades de su administración en el último año. Previo a mostrar un video informativo, el alcalde destacó que su gobierno se caracteriza por innovar, optimizar y trabajar; “buscamos estrategias y herramientas, hacemos buen uso de los recursos por el bien de las y los huertenses”. Después de la cápsula informativa, el primer edil extendió una felicitación a su equipo de trabajo: directores, jefes, empleados de base y demás personal de la administración. Asimismo, envió un mensaje al gobernador de Jalisco, Enrique Alfaro Ramírez a través del coordinador General Estratégico de Gestión Integral del Territorio, René Caro Gómez, quien asistió en representación del mandatario estatal. “Necesitamos apoyo del gobierno de Jalisco para consolidar el desarrollo de la Costalegre. Es de importancia su compromiso para implementar sistemas de manejo de residuos sólidos que garanticen la sustentabilidad ecológica; acciones desde el estado para asegurar el abasto de agua”, dijo el presidente. René Caro Gómez aceptó llevar el mensaje al gobernador de Jalisco. Al evento asistieron políticos de Sierra de Amula y Costa Sur. Entre las y los asistentes estuvo el presidente de Autlán, Gustavo Robles, y la alcaldesa de Unión de Tvla, Gala Lepe.","La Huerta, Jalisco",Vianney Martínez,,https://letrafria.com/fernando-gomez-carrasco-pide-recursos-al-gobierno-de-jalisco/
Aprueban predios para Banco de Bienestar en la Costa Sur,"En reunión telemática de la Comisión de Hacienda y Presupuestos, los diputados aprobaron contratos de comodato para que tres municipios de la Costa Sur entreguen predios para la construcción de un Banco de Bienestar. La Comisión la preside la diputada Claudia Salas Rodríguez y aprobaron tres contratos de comodato para este fin. Los contratos fueron suscritos por el gobierno del estado de Jalisco con el Banco del Bienestar, Sociedad Nacional de Crédito, Institución de Banca de Desarrollo, como comodatario. Y los diputados dieron el aval para que estos predios los pueda tener el Banco del Bienestar por un periodo de 99 años. El periodo contará a partir de la fecha de su respectiva suscripción, bajo los términos y condiciones establecidas en el propio contrato. Los municipios jaliscienses favorecidos son Villa Purificación, Casimiro Castillo y Cuautitlán de García Barragán. El comodato tendrá vigencia desde el 28 de marzo de 2023 y hasta el 27 de marzo de 2122.","Villa Purificación, Jalisco",Lauro Rodríguez.,,https://letrafria.com/aprueban-predios-para-banco-de-bienestar-en-la-costa-sur/
"Autlán, de los municipios que más empleos perdió en agosto","Durante el mes de agosto, Autlán no generó empleos formales, por el contrario, fue de los municipios en el estado que más perdió. El Instituto de Información Estadística y Geográfica (IIEG), al analizar los datos del Instituto Mexicano del Seguro Social (IMSS), encontró que Autlán perdió empleos en agosto. De acuerdo con la información publicada, el municipio tuvo 250 menos plazas laborales formales. De estas 150 son permanentes y cien, eventuales. Autlán estuvo en el cuarto lugar entre los municipios que más plazas perdieron. Antes estuvieron Guadalajara con 794 empleos perdidos, Zacoalco de Torres con 351 y Teuchitlán con 302. Autlán cerró el mes de agosto de once mil 147 trabajadores formales, en julio eran once mil 397. En el municipio la gran mayoría pertenece al sector de la agricultura al contar con 4 mil 5 personas. Después está el comercio, luego servicios sociales y comunales, servicios para empresas y hogar, industrias de la transformación, y construcción. En menor medida hay empleados formales en transportes y comunicaciones y en la industria eléctrica. Además de Autlán, Tuxcacuesco tuvo 82 trabajadores formales menos y San Gabriel, 65 menos. Durante agosto, Tlaquepaque encabezó en creación de empleos formales nuevos. Ningún municipio de la región estuvo entre los 20 que más plazas crearon.","Autlán de Navarro, Jalisco",Lauro Rodríguez.,,https://letrafria.com/autlan-de-los-municipios-que-mas-empleos-perdio-en-agosto/
