titulo,fecha,autor,contenido,url,longitud,lugar,fecha_limpia
"Solitario sujeto asaltó tienda X24 de Chedraui Caram, en Xalapa","Xalapa, Ver. 05/01/2025",Desconocido,"Una movilizacion de patrullas en Policía Municipal sucedió la tarde de este domingo en la avenida Antonio Chedraui Caram, luego de recibir el reporte del asalto de la tienda X24 cometido por un sujeto que se llevó la su a de 500 pesos. Informes indican que la tarde de este domingo un sujeto armado con una navaja sorprendió al cajero de la tienda X24 ubicada en la avenida Antonio Chedraui Caram colonia Lázaro Cárdenas. El individuo dijo que se trataba de un asalto y obligó al cajero a que le entregará el dinero; el empleado, al verse en peligro le entregó al sujeto la cantidad de 500 que tenía en caja. Logrado su objetivo, el asaltante salió huyendo de establecimiento. El empleado reportó a su jefes y estos solicitaron el auxilio a la policía municipal quienes implementaron un operativo en busca del asaltante. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/solitario-sujeto-asalto-tienda-x24-de-chedraui-caram-en-xalapa-418096.html,861,"Xalapa, Ver",2025-05-01
"Ingenio El Carmen, Ixtaczoquitlán, podría quedarse sin zafra este ciclo","Ixtaczoquitlán, Ver. 05/02/2025",Desconocido,"La incertidumbre sigue marcando el futuro del Ingenio El Carmen, pues aunque se han llevado a cabo reuniones con el conciliador del concurso mercantil en la Ciudad de México, no se ha llegado a un acuerdo que garantice su reactivación. Jesús Armando García Cervantes, secretario general del sindicato de la fábrica, informó que en dichas reuniones se mencionó la posible inversión de dos personas, aunque sus identidades no fueron reveladas. Sin embargo, no se ha hablado de la venta del ingenio, sino solo de la posibilidad de inyectar capital para su recuperación. El dirigente señaló que la reparación del ingenio podría extenderse hasta noviembre si se alcanzan acuerdos, pero por ahora no hay una fecha definida. En tanto, los trabajadores eventuales han abandonado la empresa al no tener un contrato fijo que los obligue a permanecer. García Cervantes detalló que se han solicitado pagos pendientes para la plantilla permanente, incluyendo semanas de zafra, aguinaldos y fondo de ahorro. Advirtió que, de no cumplirse con estos compromisos, se procederá con una demanda de emplazamiento a huelga. García Cervantes detalló que se han solicitado pagos pendientes para la plantilla permanente, incluyendo semanas de zafra, aguinaldos y fondo de ahorro. Advirtió que, de no cumplirse con estos compromisos, se procederá con una demanda de emplazamiento a huelga. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ingenio-el-carmen-ixtaczoquitlan-podria-quedarse-sin-zafra-este-ciclo-419794.html,1405,"Ixtaczoquitlán, Ver",2025-05-02
No reelección y no al nepotismo; iniciativas que Sheinbaum enviará al Congreso,"Querétaro, Qro. 05/02/2025",Desconocido,"Bajo la consigna de “¡Sufragio efectivo, no reelección¡ y ¡No al nepotismo!”, la presidenta Claudia Sheinbaum anunció el envío hoy mismo al Congreso de la Unión de 2 iniciativas de reforma: la no reelección a ningún puesto de elección popular, y la prohibición expresa de que ningún familiar pueda suceder de forma inmediata a otro en un puesto popular. En la ceremonia del aniversario de la promulgación de la Constitución de 1917, la jefa del Ejecutivo federal señaló que no podía dejar pasar esta fecha por lo que la eligió para enviar estas 2 iniciativas de reformas constitucional. “Hoy 5 de febrero no puedo dejar pasar la fecha, así que estoy enviando al Congreso de la Unión 2 nuevas reformas constitucionales: la primera en honor a la Constitución de 1917, la no reelección a ningún puesto de elección popular. ¡Sufragio efectivo, no reelección!”, manifestó. “La segunda, la prohibición expresa de que ningún familiar pueda suceder de manera inmediata a otro tratándose de un puesto de elección. ¡No al nepotismo!”, dijo ante el aplauso unánime de los asistentes en el Teatro de la República, en Querétaro, Querétaro. “La segunda, la prohibición expresa de que ningún familiar pueda suceder de manera inmediata a otro tratándose de un puesto de elección. ¡No al nepotismo!”, dijo ante el aplauso unánime de los asistentes en el Teatro de la República, en Querétaro, Querétaro. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/no-reeleccion-y-no-al-nepotismo-iniciativas-que-sheinbaum-enviara-al-congreso-419785.html,1426,"Querétaro, Qro",2025-05-02
Desaparece abogada de Tihuatlán tras acudir a Ciudad Judicial de Tuxpan,"Tihuatlán, Ver. 05/02/2025",Desconocido,"Una abogada de este municipio está desaparecida desde la mañana de ayer, por lo que el Instituto Municipal de la Mujer (IMM) pidió el apoyo para localizarla Se trata de la litigante Liliana Godínez Cárdenas, de quien se desconoce su paradero. El IMM compartió una publicación en la que se informa que los familiares no la han localizado. La solicitud de apoyo ocurre luego de que en redes sociales la familia diera a conocer que la abogada salió de Tihuatlán durante la mañana de ayer hacia Tuxpan, pues acudiría a la Ciudad Judicial, ubicada en la salida hacia Tamiahua. Los familiares informaron que la litigante tenía una diligencia que atender a las 11:00 horas en uno de los juzgados en el edificio de la Ciudad Judicial, desde donde le envío mensaje a su esposo y su mamá para indicarles que ya estaba en Tuxpan. Después de eso se perdió contacto con ella y el teléfono celular está apagado, lo que es inusual pues explican que ella siempre está al contacto con su esposo y su mamá cuando sale a trabajar, especialmente porque tiene un bebé que le cuidan en casa. Ante ello y debido que no ha sido localizada, la mañana de este miércoles el IMM compartió la publicación y solicitó el apoyo de la ciudadanía para encontrarla. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/desaparece-abogada-de-tihuatlan-tras-acudir-a-ciudad-judicial-de-tuxpan-419765.html,1271,"Tihuatlán, Ver",2025-05-02
OPLE hace ajustes ante presupuesto menor al contemplado,"Xalapa, Ver. 05/02/2025",Desconocido,"Para el proceso electoral local 2024-2025, que renovará las 212 presidencias municipales, el Organismo Público Local Electoral (OPLE) había contemplado un presupuesto de 915 millones 406 mil 088 pesos. Sin embargo, debido a que el Congreso del Estado no aprobó los mil 564 millones 214 mil 835 pesos que había solicitado para este año, y sólo autorizó mil 400 millones de pesos, se vio en la necesidad de redistribuir el presupuesto para 2025. Con el ajuste presupuestal, se destinan para el proceso electoral municipal 623 millones 206 mil 820 pesos, lo que representa una reducción de 292 millones 199 mil 268 pesos con respecto de lo que originalmente se había contemplado. Los recursos estarán destinados a atender lo relativo a la organización, desarrollo y vigilancia del proceso electoral local ordinario. El OPLE tiene la responsabilidad de cumplir cada una de las etapas del proceso, vigilando permanentemente el correcto cumplimiento de las actividades y obligaciones que corresponden a cada una de las áreas del organismo, conforme al Plan y Calendario Integral, en términos del Código Electoral, asegurando que su actuación se apegue a los principios rectores de la función electoral. Para la elección extraordinaria del Poder Judicial de Veracruz se destinaron 183 millones 335 mil 214 pesos, dado que en el presupuesto del OPLE aprobado por el Congreso del Estado no se contemplaban recursos económicos para ello. Lo que sí permaneció inamovible fueron las prerrogativas, por un monto de 285 millones 867 mil 193 pesos, para los 6 partidos políticos.El OPLE consideró que, como depositario de la autoridad electoral en el Estado, tiene la responsabilidad de garantizar los derechos y el acceso a las prerrogativas de los partidos políticos y candidatos. Para el rubro de servicios personales se habían contemplado 403 millones 504 mil 785 pesos, y con el reajuste presupuestal, ese rubro se redujo a 366 millones 958 mil 889 pesos. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ople-hace-ajustes-ante-presupuesto-menor-al-contemplado-419790.html,1986,"Xalapa, Ver",2025-05-02
Pide Juan Vergel a morenistas unidad y rechazar el nepotismo,"Xalapa, Ver. 05/02/2025",Desconocido,"El aspirante a obtener la candidatura del partido Movimiento Regeneración Nacional (MORENA) por la Alcaldía de Xalapa, Juan Vergel Pacheco, llamó a sus compañeros contendientes a cerrar filas y crear una agenda municipalista de políticas públicas, con el fin de dar certeza a la ciudadanía. Además, pidió que los morenistas se pronuncien públicamente en contra del nepotismo para evitar que estas prácticas se repitan. Al respecto, recordó que ya existe una agenda contra el nepotismo; sin embargo, dijo que no es necesario que llegue a Xalapa ni que se convierta en Ley para que todos los contendientes asuman públicamente que no caerán en esas prácticas. “Invito a mis compañeras y mis compañeros contendientes para que hagan ese compromiso público y que cualquier intento que lleve a pensar que como todavía no es Ley se puede hacer; (todavía) incrustar familiares en las planillas. Cerremos filas ante ello y evitemos que las planillas municipales y los gobiernos, incluidas las áreas administrativas, se pueblen de parientes que, en muchos casos, limitan la atención a la población”, comentó. Por lo tanto, convocó a los aspirantes a reunirse este fin de semana para trabajar en la agenda en favor de la unión morenista y poner por delante el sentir de la gente sobre las necesidades de Xalapa. “Lo primero que se impacta es la calidad del agua potable, el precio del agua potable y la disposición de esta. Agua cara y escasa. Ese es el principal problema de Xalapa, y para ello necesitamos una agenda de todas las cosas que se deben mejorar para garantizarle a los xalapeños un abasto de agua y un precio justo. En segundo lugar, me parece que es el tema de la movilidad. Esa agenda debe incluir a los motociclistas, principalmente, y no la movilidad de los vehículos. Esta agenda también debe considerar los temas de inseguridad. Xalapa todavía enfrenta cuestiones difíciles y críticas que debemos entender”. También destacó la necesidad de instalar políticas públicas para frenar el empobrecimiento de la población, pues aseguró que en Xalapa aún hay zonas de pobreza que requieren ser atendidas con una agenda específica. Finalmente, respecto de su participación en la contienda, Vergel Pacheco expresó que en unos días se dará a conocer quién será el candidato oficial por la Alcaldía y afirmó que ha recibido una gran respuesta por parte de la ciudadanía. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/pide-juan-vergel-a-morenistas-unidad-y-rechazar-el-nepotismo-419775.html,2407,"Xalapa, Ver",2025-05-02
"Tras más de 6 horas de bloqueo, padres de familia liberan carretera en Atzalan","Atzalan, Ver. 05/02/2025",Desconocido,"Después de seis horas liberan el bloqueo en la carretera federal a la altura de la comunidad de Napoala, donde padres de familia exigían maestro para el tercer grado. Hay que recordar que este grupo tenía más de seis meses sin mentor, lo que ocasionó el enojo de los padres y fue durante las primeras horas de la mañana de este miércoles que tomaron la escuela y, bloquearon la carretera federal número 129. Después de varias horas de conflicto y pleito entre padres de familia de los hijos que perdieron clases y que estuvieron punto de desatar una riña, fue que cerca de las dos de la tarde arribaron autoridades educativas de la zona 03, perteneciente al sector 08 a cargo del supervisor Anastacio Hernández Zea, para llegar a acuerdos con los quejosos. Dentro de la negociación, quedó estipulado que el próximo lunes se debe de presentar el maestro del tercer grado, para que los estudiantes sigan con el programa del nuevo modelo de la Escuela Mexicana. Dentro de la negociación, quedó estipulado que el próximo lunes se debe de presentar el maestro del tercer grado, para que los estudiantes sigan con el programa del nuevo modelo de la Escuela Mexicana. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/tras-mas-de-6-horas-de-bloqueo-padres-de-familia-liberan-carretera-en-atzalan-419814.html,1201,"Atzalan, Ver",2025-05-02
"Arrestan a sujeto por presunta violación en agravio de su hija, en La Antigua","Cardel, Ver. 05/02/2025",Desconocido,"Este miércoles, policías estatales salvaron a Alejandro “N”, de ser linchado por habitantes luego de que fuera denunciado por violación sexual en agravio de su propia hija de 9 años y de identidad resguardada, esto en la localidad La Pureza, municipio de La Antigua. Se dio a conocer que durante la madrugada, tras recibir la denuncia, elementos de la Secretaría de Seguridad Pública (SSP) con base en el Cuartel “Aurelio Montfort” de Ciudad Cardel, respondieron al llamado de auxilio del agentes municipales de esta localidad y comunidades vecinas. Acudieron a la comunidad La Pureza y de forma oportuna evitaron que Alejandro “N” fuera linchado por pobladores indignados al saber las acciones del individuo. Familiares y vecinos lo acusan de haber cometido abusos desde tiempo atrás, hecho que fue descubierto por uno de sus parientes. Los elementos de Policía Estatal trasladaron al sujeto a la comandancia con sede en Ciudad Cardel, donde fue puesto a disposición a la Fiscalía Especializada en investigación en delitos de Violencia en contra la Familia en Veracruz, donde su situación jurídica se determinará en próximos días. Los elementos de Policía Estatal trasladaron al sujeto a la comandancia con sede en Ciudad Cardel, donde fue puesto a disposición a la Fiscalía Especializada en investigación en delitos de Violencia en contra la Familia en Veracruz, donde su situación jurídica se determinará en próximos días. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/arrestan-a-sujeto-por-presunta-violacion-en-agravio-de-su-hija-en-la-antigua-419798.html,1466,"Cardel, Ver",2025-05-02
Ramón fue hallado muerto en Sinaloa; piden ayuda para regresarlo a Veracruz,"Veracruz, Ver. 05/03/2025",Desconocido,"La Fiscalía General de Sinaloa dio a conocer la identidad de las personas localizadas sin vida en Culiacán. Entre las identificadas, hay 6 veracruzanos, uno de ellos es Ramón Cano González, originario del puerto de Veracruz. Para trasladar sus restos, su familia pide ayuda, ya que no cuentan con los recursos suficientes. Ramón se fue hace 7 años para trabajar cortando tomates y, desde entonces, no supieron de él hasta el pasado 19 de febrero, cuando se publicó la lista de personas ingresadas en el Servicio de Medicina Forense. “No tengo los recursos para irlo a buscar y no se me hace justo que se vaya a la fosa común. Ya he tocado puertas, ya he ido al Gobierno, a todos los lugares y me dicen que está muy lejos”, dijo Adolfina González Castañeda, madre de Ramón. El joven, de entonces 23 años, se fue de Veracruz por una supuesta oferta de trabajo. No se comunicó con su familia, pero no imaginaron que estaba fallecido. En este tiempo, pensaron que había seguido su vida, hasta que dieron a conocer su nombre en la Comisión Estatal de Búsqueda de Veracruz, instancia que les confirmó que se trata de su familiar. De acuerdo con la ficha de la FGE de Sinaloa, Ramón ingresó al SEMEFO de Culiacán en 2019 y recién se logró su identificación. “Tiene como 7 años que él se fue, porque se fue con unos amigos que supuestamente iban a ir a cortar tomate. Mi hermana no puso ninguna denuncia, porque para nosotros no estaba muerto; él andaba trabajando. Hasta que vimos el desplegado en Facebook y hablé a la Comisión de Búsqueda y me dijeron que sí, que era él”, dijo su tía, Mónica González Castañeda. Acudieron al DIF de Veracruz para pedir ayuda pero les dijeron que no están en la posibilidad de apoyarlos, por lo cual solicitan asistencia al Gobierno del Estado. No quieren que termine en la fosa común y comenzarán a realizar boteo para reunir recursos. Un caso similar se presentó en Coatzacoalcos, donde la familia de otro hombre identificado requiere ayuda para el traslado del cuerpo. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ramon-fue-hallado-muerto-en-sinaloa-piden-ayuda-para-regresarlo-a-veracruz-421359.html,2040,"Veracruz, Ver",2025-05-03
"Invitan al ""viernes de punchis punchis"" en Parque Juárez, por el Día de la Mujer","Xalapa, Ver. 05/03/2025",Desconocido,"Este viernes 7 de marzo, de cara al 8M: Día Internacional de la Mujer, la dirección de Cultura del Ayuntamiento de Xalapa dedicará algunas de sus actividades artísticas a esta significativa fecha, dónde destaca el programa ""Viernes de punchis punchis"" que conmemorará con música electrónica en la explanada del parque Juárez. Se trata de una propuesta que desde hace algunos años ha ofrecido, de manera intermitente, algunos viernes de música electrónica en la explanada del parque Juárez. Y este 2025, con el Día Internacional de la Mujer como mejor excusa, el segundo viernes de marzo será protagonizado por artistas locales femeninas. El evento será encabezado por las creadoras Joss Mendéz, Sarah San, Carlita Yemerofoni y Apocalipsis, en colaboración con Efímero Estudios. El evento es gratuito y dirigido a toda clase de público que guste esparcir su ocio entre baile y ritmos contemporáneos de esta expresión artística. La cita es a partir de las 19:00 horas en la parte central del parque Juárez, con un repertorio original que sonará a lo largo de diversos bloques temáticos. Asiste al ""Viernes de punchis punchis"", conoce el talento de las creadoras locales y conmemora el Día Internacional de la Mujer. La cita es a partir de las 19:00 horas en la parte central del parque Juárez, con un repertorio original que sonará a lo largo de diversos bloques temáticos. Asiste al ""Viernes de punchis punchis"", conoce el talento de las creadoras locales y conmemora el Día Internacional de la Mujer. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/invitan-al-viernes-de-punchis-punchis-en-parque-juarez-por-el-dia-de-la-mujer-421375.html,1541,"Xalapa, Ver",2025-05-03
"México, en momento crucial de su historia, no cederá a presiones externas: Sheinbaum","Xalapa, Ver. 05/03/2025",Desconocido,"""No habrá sumisión"", afirmó tajante la presidenta Claudia Sheinbaum Pardo, quien subrayó que México se encuentra en un momento crucial de su historia, especialmente en su relación con Estados Unidos. Durante su intervención en la conferencia matutina, la mandataria reafirmó que el país no cederá ante presiones externas y destacó la fortaleza y valentía del pueblo mexicano. Además, Sheinbaum señaló que, si las circunstancias lo requieren, México buscará estrechar lazos con otros países como Canadá, asegurando que la economía mexicana se mantiene sólida frente a los retos. “Lo que sí puedo decirles es que es un momento muy definitivo para México, dependiendo lo que pase estos días, hasta el domingo. No va a haber sumisión, México es un gran país y las mexicanas y mexicanos somos valientes, resistentes y el pueblo de México tiene mucha fuerza y nuestra economía está bien, pero no va a haber sumisión. Y sí, de seguir las circunstancias vamos a buscar a Canadá y a otros países”, afirmó desde la conferencia matutina “Las mañaneras del pueblo”. El mensaje rotundo marca la postura del gobierno mexicano ante los actuales desafíos internacionales. La mandataria aseguró que México se encuentra en un momento decisivo de su historia, destacando la importancia de lo que pueda ocurrir en los próximos días, especialmente hasta el domingo. Sheinbaum reafirmó la firme voluntad del gobierno de no ceder ante presiones externas, subrayando que el país tiene una fortaleza única basada en la resistencia y valentía de su pueblo. El contexto de sus declaraciones se encuentra en el marco de tensas negociaciones con Estados Unidos, país con el que México mantiene una relación compleja, especialmente en temas de comercio, migración y seguridad. Sin embargo, la Presidenta hizo énfasis en que, aunque las relaciones con Estados Unidos son fundamentales, México no será sometido a exigencias que comprometan su soberanía ni sus intereses nacionales. Sheinbaum señaló que el país está preparado para defender sus derechos, independientemente de las dificultades, y resaltó la capacidad del pueblo mexicano para hacer frente a cualquier reto. Además de la firmeza en su postura ante Estados Unidos, Sheinbaum destacó que, si las circunstancias lo requieren, México buscará diversificar sus relaciones internacionales y fortalecer sus lazos con otros países como Canadá. Este enfoque refleja la necesidad de una política exterior más amplia, que no dependa exclusivamente de una nación, sino que amplíe las oportunidades para México en el escenario global. La Presidenta también afirmó que, a pesar de las dificultades, la economía mexicana se mantiene sólida y resistente ante los cambios y tensiones globales. Según Sheinbaum, la fortaleza de la economía nacional es uno de los pilares más importantes para enfrentar cualquier desafío y asegurar el bienestar de los mexicanos. La Presidenta también afirmó que, a pesar de las dificultades, la economía mexicana se mantiene sólida y resistente ante los cambios y tensiones globales. Según Sheinbaum, la fortaleza de la economía nacional es uno de los pilares más importantes para enfrentar cualquier desafío y asegurar el bienestar de los mexicanos. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/mexico-en-momento-crucial-de-su-historia-no-cedera-a-presiones-externas-sheinbaum-421328.html,3238,"Xalapa, Ver",2025-05-03
"“Pablo era un futuro ingeniero químico, promesa del boxeo”","Orizaba, Ver. 05/03/2025",Desconocido,"Estudiantes de diversas universidades exigieron esta tarde justicia para Pablo, el joven que fue asesinado presuntamente por un Policía Municipal de Fortín. Dijeron que, aunque el proceso contra el elemento que lo mató avanza, nunca nadie les regresará a su amigo. “Quisiéramos agradecer a todos los medios de comunicación que han estado aquí y en todo el camino que hemos recorrido para buscar justicia, buscando que el caso se visibilice cada vez más. Agradecemos a todos los representantes de diferentes universidades y el Tecnológico de Orizaba. Hoy le prestamos nuestra voz a Pablo porque nos lo arrebataron”, señalaron. Añadieron que, si bien el caso de Pablo va caminando, también pidieron que todos los involucrados en este caso sean llevados ante la justicia, pues no solamente fue la persona que accionó el arma, sino que hay que ver más allá de ello. “Hoy exigimos que Orizaba atienda las denuncias que se hacen contra aquellos que cuidan nuestra seguridad, como son los policías. Pablo era un futuro ingeniero químico, promesa del boxeo, amigo, hermano, hijo. Hoy fue él, mañana puede ser alguien más”, expresaron. Hicieron un llamado a las autoridades, pues dijeron que no son enemigos de los policías. “Nosotros, como jóvenes, como ciudadanos, pedimos que nos cuiden, no nos queremos sentir inseguros. Necesitamos de su protección. No todos los policías son malos, queremos pedirles que, si alguno de sus compañeros está actuando mal, que le digan que no lo haga”, indicaron. Finalmente, manifestaron que quieren que Pablo pueda descansar en paz y que la familia tenga justicia. “Aunque hoy no estamos completos, le pedimos a Orizaba que una historia así no se repita en el municipio”, concluyeron. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/-pablo-era-un-futuro-ingeniero-quimico-promesa-del-boxeo--421351.html,1753,"Orizaba, Ver",2025-05-03
Piden a sindicatos mantenerse en lucha contra reforma al ISSSTE,"Xalapa, Ver. 05/03/2025",Desconocido,"La secretaria general del Sindicato Unificador Magisterial (SUMA), María Minelia Córdova Herrera, se pronunció en contra de la iniciativa de reforma de la Ley del ISSSTE, por lo que exhortó a los demás sindicatos y a los trabajadores a unirse al rechazo para frenarla. “Esta Ley no satisface las necesidades de los compañeros. Creían que se tocaría un tema como la pensión, cosa que no incluye. Se abordan temas como la reducción de un poco del salario que tienen quienes perciben alrededor de 10 UMA al mes, lo que afecta la economía. También, las personas que no cumplen con esta cantidad, a la hora de promocionarse y alcanzar las 10 UMA mensuales serían igualmente afectadas”, comentó. Además, explicó que, aunque la iniciativa tiene aspectos positivos, como la destinación de recursos a la atención médica y al FOVISSSTE para la construcción de viviendas a precios accesibles, la Ley no especifica el proceso para su distribución. Señaló que es necesario entablar comunicación con otros líderes sindicales para unificar esfuerzos y fortalecer la relación con dirigentes nacionales, con el fin de acordar acciones en los próximos días. En este sentido, no descartó la realización de marchas. Pese a que la Presidenta había anunciado la pausa de esta iniciativa, Córdova Herrera aseveró que debe echarse abajo y eliminarse de la Cámara. En otro tema, la Secretaria General de SUMA anunció su reincorporación al cargo tras haberlo dejado por unos meses, periodo en el que ocupó el puesto de directora para la Incorporación de Escuelas Particulares (DIEP) en la Secretaría de Educación de Veracruz (SEV), desde el 1° de diciembre. No obstante, ante la petición de los sindicalistas, regresó al SUMA para continuar liderándolo. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/piden-a-sindicatos-mantenerse-en-lucha-contra-reforma-al-issste-421342.html,1768,"Xalapa, Ver",2025-05-03
"Construcción de granja avícola en La Mancha, municipio de Actopan, no ha parado","Xalapa, Ver. 05/03/2025",Desconocido,"El Movimiento en Defensa de la Laguna de La Mancha reclamó la cancelación definitiva de granja avícola en Actopan. Los ambientalistas celebraron la suspensión temporal de la construcción de la Granja Avícola Ecosustentable ALP Nuestra Señora de Guadalupe, ubicada en la comunidad de Palmas de Abajo. La decisión fue anunciada por la alcaldesa María Esther López Callejas y respaldada por la gobernadora Rocío Nahle. “Si el proyecto no es viable, la granja debe irse”, afirmó la mandataria estatal. Sin embargo, pese a la suspensión, la organización denunció que la empresa responsable, RS Granos, Hortalizas y Carne, S. de R.L. de C.V., continúa con los trabajos en el sitio y que incluso se han acelerado. La construcción, que contempla 11 naves, se ubica cerca del arroyo El Coyolito, el cual desemboca en la Laguna de La Mancha, una zona de importancia ecológica dentro del litoral del Golfo de México. Los opositores al proyecto señalaron la falta de un cambio de uso de suelo, la ausencia de consulta comunitaria y la incertidumbre sobre el suministro de agua. De acuerdo con la organización, la granja se edifica sin la autorización correspondiente y sin la participación de las comunidades aledañas. “A pesar de nuestra solicitud formal de información, no hemos recibido respuesta por escrito hasta la fecha”, señalaron en un comunicado. Además, denunciaron que el proyecto contraviene un decreto de veda publicado en el Diario Oficial de la Federación el 12 de mayo de 2022, el cual impide nuevas concesiones de agua en la cuenca del río Actopan. La organización cuestionó cómo la empresa pretende abastecer los más de 21 millones de litros anuales que requiere para su producción. Ambientalistas advierten que las granjas avícolas industriales generan contaminación del agua, suelo y aire, además de afectar la biodiversidad. Resaltaron que el ecosistema de manglares de la zona está protegido por la NOM-050-SEMARNAT-2010 y que el impacto ambiental del proyecto podría ser irreversible. Por esta razón el Movimiento en Defensa de la Laguna de La Mancha exigió la cancelación definitiva de la granja avícola, argumentando que representa un riesgo para la salud, el medio ambiente y los medios de vida de las comunidades locales. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/construccion-de-granja-avicola-en-la-mancha-municipio-de-actopan-no-ha-parado-421336.html,2278,"Xalapa, Ver",2025-05-03
En zonas serranas de Veracruz persiste la violencia sexual entre matrimonios,"Orizaba, Ver. 05/03/2025",Desconocido,"En zonas serranas, las mujeres siguen sufriendo violencia sexual en sus matrimonios, pues, bajo la costumbre de que deben cumplir con sus maridos en este ámbito, en diversos casos terminan siendo forzadas y hasta contagiadas con el Virus del Papiloma Humano (VPH), que, al no ser atendido, avanza hasta convertirse en cáncer. Al respecto, la abogada de “Kalli Luz Marina A.C.”, Elizabeth Guevara Mitzi, indicó que tan sólo el año pasado atendieron 4 casos en los que las víctimas tuvieron que enfrentar no sólo la violencia, sino también el VPH. Y es que, aparte de que viven violencia familiar, psicológica, económica y sexual, esta última ya trajo una consecuencia física”, dijo. “De violencia sexual en el matrimonio, precisamente en Kalli atendimos el año pasado 4 casos. Ellas acudieron a pedir apoyo, ahora están en tratamiento por Virus del Papiloma Humano, porque tienen a la pareja que es infiel y porque las obligan a sostener relaciones sexuales. Incluso, al hacerse un chequeo en el centro de salud, las mismas enfermeras les refieren que deben acudir con el médico por la presencia de VPH. Señaló que, además, enfrentan otra situación grave: cuando informan a sus parejas sobre la enfermedad, ellos les prohíben acudir al médico y recibir atención. Con el paso del tiempo, esto se convierte en cáncer o en una enfermedad de mayor complejidad. Destacó que, lamentablemente, en muchos casos la violencia que padecen no se visibiliza porque ellas no la dan a conocer, ya que buscan a personas de su confianza para poder expresar lo que están viviendo. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/en-zonas-serranas-de-veracruz-persiste-la-violencia-sexual-entre-matrimonios-421346.html,1602,"Orizaba, Ver",2025-05-03
"Trabajador de telefonía es casi linchado en Zapoapan; lo confundieron con ""robachicos""","Ixtaczoquitlán, Ver. 05/04/2025",Desconocido,"Habitantes de Zapoapan estuvieron a punto de linchar a un hombre debido a que consideraron podría ser un ""robachicos"". Los hechos ocurrieron luego de que entre pobladores comenzaran a avisarse de la presencia de un hombre a bordo de un vehículo Kia negro con vidrios oscuros, lo que les pareció sospechoso. En la zona se dieron cita al menos una veintena de personas, hombres y mujeres, quienes interceptaron a esa persona y a jalones de cabello lo bajaron de su vehículo. Al revisarlo, le encontraron siete teléfonos, un interruptor de señal y al parecer algo para atar, ya que la gente mencionaba que se trataba de ""hilos"". El hombre fue golpeado ya que las personas consideraron que ese material que llevaba era para cometer algún ilícito. Al lugar llegaron elementos de la Policía Estatal y Policía Municipal, quienes se llevaron al sujeto. Sin embargo, al investigarlo, se confirmó que se trataba de Carlos Antonio ""N"", de 33 años, trabajador de una empresa de telefonía, quien realizaba algunos trabajos en la zona. Al no encontrarlo responsable de delito alguno, el empleado fue liberado. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/trabajador-de-telefonia-es-casi-linchado-en-zapoapan-lo-confundieron-con-robachicos--423079.html,1136,"Ixtaczoquitlán, Ver",2025-05-04
